ticket_id,customer_id,created_at,resolved_at,category,status,cs_rep_id,first_response_mins,resolution_mins
3783,1435,2024-04-30,2024-05-01,usage_question,closed,22,213,1440
3784,772,2024-02-07,2024-02-09,other,closed,47,61,2880
3785,1945,2024-11-04,2024-11-04,usage_question,closed,25,17,0
3786,1524,2024-04-17,2024-04-20,feature_request,closed,13,212,4320
3787,168,2024-09-01,2024-09-04,billing,closed,26,80,4320
3788,65,2024-09-25,2024-09-28,usage_question,closed,46,192,4320
3789,1017,2024-03-11,2024-03-15,usage_question,closed,48,123,5760
3790,1142,2023-08-18,2023-08-20,usage_question,closed,31,148,2880
3791,1662,2024-06-26,2024-06-26,other,closed,42,168,0
3792,1620,2023-12-18,2023-12-18,bug,closed,44,211,0
3793,1109,2024-03-21,2024-03-21,other,closed,13,50,0
3794,650,2024-06-15,2024-06-15,usage_question,closed,10,25,0
3795,1504,2024-01-15,2024-01-15,other,closed,13,110,0
3796,1681,2024-10-03,2024-10-03,usage_question,closed,32,236,0
3797,738,2023-10-12,2023-10-15,feature_request,closed,21,117,4320
3798,790,2023-11-13,2023-11-13,usage_question,closed,32,151,0
3799,1327,2024-05-21,2024-05-21,bug,closed,29,15,0
3800,1697,2024-02-27,2024-02-27,billing,closed,23,164,0
3801,673,2024-08-06,2024-08-11,usage_question,closed,14,97,7200
3802,1279,2024-05-31,2024-05-31,billing,closed,45,27,0
3803,484,2024-11-29,2024-11-30,feature_request,closed,49,59,1440
3804,1807,2024-01-14,2024-01-14,bug,closed,6,51,0
3805,1556,2024-05-16,2024-05-16,usage_question,closed,6,226,0
3806,1792,2024-12-14,2024-12-15,usage_question,closed,10,118,1440
3807,1828,2024-08-16,2024-08-16,other,closed,39,49,0
3808,808,2024-04-19,2024-04-19,bug,closed,36,144,0
3809,1941,2023-12-27,2024-01-03,bug,closed,26,69,10080
3810,82,2024-09-09,2024-09-11,other,closed,19,97,2880
3811,1269,2024-12-18,2024-12-24,feature_request,closed,3,211,8640
3812,470,2024-06-08,2024-06-11,bug,closed,38,191,4320
3813,253,2024-09-11,2024-09-11,usage_question,closed,23,41,0
3814,937,2024-12-29,2024-12-29,usage_question,closed,7,229,0
3815,213,2024-07-30,2024-08-01,bug,closed,3,181,2880
3816,84,2024-08-23,2024-08-23,other,closed,40,67,0
3817,545,2024-08-16,2024-08-16,bug,closed,34,229,0
3818,1506,2024-03-06,2024-03-06,bug,closed,30,200,0
3819,421,2024-04-01,2024-04-06,usage_question,closed,1,228,7200
3820,735,2024-07-02,2024-07-02,billing,closed,23,103,0
3821,424,2024-12-09,2024-12-12,bug,closed,11,214,4320
3822,1353,2024-06-11,2024-06-11,bug,closed,21,158,0
3823,1030,2024-06-18,2024-06-18,other,closed,43,15,0
3824,200,2024-05-03,2024-05-03,usage_question,closed,48,50,0
3825,394,2024-11-27,2024-11-28,bug,closed,40,221,1440
3826,623,2024-12-26,2024-12-26,bug,closed,15,179,0
3827,1362,2024-04-13,2024-04-13,billing,closed,34,105,0
3828,1534,2024-03-27,2024-03-27,bug,closed,23,130,0
3829,1259,2024-06-11,2024-06-15,bug,closed,27,82,5760
3830,360,2023-09-03,2023-09-03,bug,closed,25,113,0
3831,651,2024-10-09,2024-10-14,usage_question,closed,3,39,7200
3832,1119,2024-07-24,2024-07-24,bug,closed,39,19,0
3833,1177,2024-11-14,2024-11-20,bug,closed,20,195,8640
3834,1129,2024-04-11,2024-04-11,bug,closed,42,82,0
3835,295,2024-04-20,2024-04-24,bug,closed,33,234,5760
3836,1547,2024-12-11,2024-12-14,usage_question,closed,22,227,4320
3837,1322,2024-11-14,2024-11-14,usage_question,closed,33,201,0
3838,1437,2023-11-13,2023-11-14,bug,closed,27,64,1440
3839,1487,2024-12-13,2024-12-13,usage_question,closed,38,125,0
3840,1866,2023-06-01,2023-06-01,billing,closed,36,171,0
3841,835,2024-10-26,2024-10-29,usage_question,closed,38,88,4320
3842,1604,2024-08-07,2024-08-08,bug,closed,15,215,1440
3843,987,2024-11-05,2024-11-05,usage_question,closed,34,29,0
3844,984,2024-07-03,2024-07-04,usage_question,closed,32,166,1440
3845,487,2024-01-15,2024-01-16,feature_request,closed,29,151,1440
3846,771,2024-02-10,2024-02-10,bug,closed,47,77,0
3847,837,2024-11-25,2024-11-25,usage_question,closed,18,71,0
3848,1808,2024-05-30,2024-05-30,usage_question,closed,24,164,0
3849,808,2024-08-19,2024-08-19,billing,closed,29,115,0
3850,563,2024-05-12,2024-05-16,feature_request,closed,25,179,5760
3851,700,2024-10-26,2024-10-31,usage_question,closed,9,74,7200
3852,1919,2024-05-25,2024-05-25,other,closed,12,159,0
3853,621,2024-07-12,2024-07-16,usage_question,closed,3,20,5760
3854,1150,2023-12-07,2023-12-11,bug,closed,44,209,5760
3855,685,2024-08-12,2024-08-12,usage_question,closed,27,238,0
3856,790,2024-12-08,2024-12-08,bug,closed,3,99,0
3857,543,2024-08-04,2024-08-10,feature_request,closed,1,53,8640
3858,1945,2024-03-03,2024-03-03,billing,closed,32,147,0
3859,1683,2024-03-28,2024-03-28,usage_question,closed,33,156,0
3860,1415,2023-05-15,2023-05-20,bug,closed,33,60,7200
3861,1690,2024-09-12,2024-09-16,bug,closed,1,37,5760
3862,1044,2024-11-11,2024-11-11,other,closed,9,99,0
3863,711,2024-06-04,2024-06-08,other,closed,29,21,5760
3864,1811,2024-11-04,2024-11-04,bug,closed,37,213,0
3865,1115,2024-06-26,2024-06-29,usage_question,closed,29,27,4320
3866,1889,2024-02-26,2024-02-26,billing,closed,16,199,0
3867,1945,2024-12-29,2024-12-30,usage_question,closed,26,54,1440
3868,553,2024-03-29,2024-03-31,usage_question,closed,47,234,2880
3869,1676,2024-11-04,2024-11-04,usage_question,closed,1,240,0
3870,1877,2024-05-06,2024-05-12,bug,closed,42,90,8640
3871,1165,2024-10-04,2024-10-06,bug,closed,3,30,2880
3872,1808,2024-07-15,2024-07-15,usage_question,closed,49,21,0
3873,1623,2024-08-17,2024-08-22,bug,closed,37,189,7200
3874,1005,2024-09-04,2024-09-04,other,closed,23,154,0
3875,1043,2024-08-24,2024-08-26,usage_question,closed,13,221,2880
3876,1304,2024-11-15,2024-11-15,feature_request,closed,27,151,0
3877,1688,2024-09-16,2024-09-23,bug,closed,18,111,10080
3878,1726,2024-01-04,2024-01-04,feature_request,closed,39,118,0
3879,1863,2024-09-19,2024-09-26,billing,closed,40,196,10080
3880,1285,2024-02-23,2024-02-26,bug,closed,12,102,4320
3881,240,2023-10-04,2023-10-04,feature_request,closed,38,163,0
3882,661,2024-03-09,2024-03-09,billing,closed,48,139,0
3883,319,2024-08-23,2024-08-23,other,closed,17,180,0
3884,1936,2024-09-19,2024-09-24,bug,closed,16,50,7200
3885,1477,2023-11-09,2023-11-09,usage_question,closed,15,21,0
3886,1831,2024-12-11,2024-12-17,feature_request,closed,34,180,8640
3887,232,2024-04-28,2024-05-02,usage_question,closed,47,135,5760
3888,1793,2024-09-20,2024-09-20,bug,closed,29,217,0
3889,659,2024-07-05,2024-07-05,bug,closed,24,162,0
3890,1360,2024-04-28,2024-05-05,feature_request,closed,6,158,10080
3891,812,2024-01-21,2024-01-21,usage_question,closed,39,73,0
3892,686,2024-02-10,2024-02-10,usage_question,closed,31,33,0
3893,1876,2024-03-03,2024-03-03,usage_question,closed,24,223,0
3894,1033,2024-05-16,2024-05-21,usage_question,closed,13,37,7200
3895,567,2023-07-06,2023-07-06,feature_request,closed,40,18,0
3896,883,2024-08-24,2024-08-28,bug,closed,14,52,5760
3897,81,2024-06-19,2024-06-20,bug,closed,5,147,1440
3898,1503,2023-12-21,2023-12-26,other,closed,22,189,7200
3899,775,2024-03-23,2024-03-23,bug,closed,10,121,0
3900,688,2024-07-17,2024-07-18,feature_request,closed,30,81,1440
3901,48,2024-02-16,2024-02-16,other,closed,27,138,0
3902,378,2024-03-05,2024-03-05,usage_question,closed,48,66,0
3903,527,2023-12-30,2023-12-30,usage_question,closed,12,196,0
3904,18,2024-06-01,2024-06-04,billing,closed,31,227,4320
3905,1568,2024-04-13,2024-04-19,feature_request,closed,21,103,8640
3906,701,2023-10-20,2023-10-20,other,closed,47,178,0
3907,97,2024-03-01,2024-03-06,usage_question,closed,16,136,7200
3908,1910,2024-01-13,2024-01-13,other,closed,14,114,0
3909,1536,2024-06-04,2024-06-06,bug,closed,46,38,2880
3910,1408,2024-07-26,2024-07-26,feature_request,closed,36,145,0
3911,34,2023-12-11,2023-12-14,other,closed,17,38,4320
3912,1979,2024-05-15,2024-05-15,usage_question,closed,47,193,0
3913,1131,2024-04-30,2024-05-06,bug,closed,33,211,8640
3914,1336,2024-05-22,2024-05-22,usage_question,closed,49,225,0
3915,1473,2024-10-28,2024-10-28,usage_question,closed,14,125,0
3916,156,2024-09-23,2024-09-23,usage_question,closed,8,85,0
3917,1596,2023-10-06,2023-10-13,feature_request,closed,44,148,10080
3918,438,2024-12-07,2024-12-08,billing,closed,20,138,1440
3919,547,2024-05-22,2024-05-29,other,closed,27,137,10080
3920,114,2024-07-31,2024-08-01,other,closed,26,120,1440
3921,906,2024-06-16,2024-06-23,bug,closed,24,25,10080
3922,395,2024-01-13,2024-01-14,usage_question,closed,42,184,1440
3923,263,2024-04-05,2024-04-05,billing,closed,34,46,0
3924,220,2024-04-25,2024-05-02,billing,closed,26,79,10080
3925,1777,2024-05-22,2024-05-22,feature_request,closed,43,139,0
3926,647,2023-10-10,2023-10-17,usage_question,closed,37,26,10080
3927,890,2024-12-22,2024-12-22,usage_question,closed,9,77,0
3928,745,2024-09-23,2024-09-24,bug,closed,26,72,1440
3929,1034,2023-12-21,2023-12-21,feature_request,closed,47,171,0
3930,1877,2024-02-09,2024-02-10,bug,closed,50,143,1440
3931,1294,2024-05-08,2024-05-14,usage_question,closed,7,135,8640
3932,636,2024-09-21,2024-09-21,bug,closed,10,16,0
3933,1375,2024-04-30,2024-05-06,billing,closed,4,159,8640
3934,981,2023-08-20,2023-08-20,bug,closed,6,92,0
3935,1112,2024-04-18,2024-04-18,feature_request,closed,30,60,0
3936,130,2024-10-12,2024-10-12,bug,closed,7,24,0
3937,1292,2024-07-25,2024-08-01,bug,closed,42,78,10080
3938,789,2024-06-24,2024-06-25,billing,closed,46,153,1440
3939,689,2023-12-12,2023-12-14,feature_request,closed,22,55,2880
3940,595,2024-02-05,2024-02-09,feature_request,closed,39,89,5760
3941,1205,2024-03-17,2024-03-21,usage_question,closed,8,124,5760
3942,1941,2024-11-24,2024-12-01,other,closed,48,137,10080
3943,609,2024-09-28,2024-10-01,billing,closed,27,93,4320
3944,48,2024-04-15,2024-04-15,usage_question,closed,1,188,0
3945,1292,2023-10-29,2023-10-29,bug,closed,43,57,0
3946,1481,2024-07-10,2024-07-15,bug,closed,47,118,7200
3947,183,2024-06-11,2024-06-11,bug,closed,38,68,0
3948,230,2024-04-29,2024-05-06,billing,closed,5,101,10080
3949,239,2024-05-06,2024-05-07,usage_question,closed,39,149,1440
3950,232,2024-03-01,2024-03-05,bug,closed,5,91,5760
3951,1173,2024-10-10,2024-10-10,bug,closed,19,195,0
3952,872,2024-04-15,2024-04-15,bug,closed,34,89,0
3953,1034,2024-07-01,2024-07-04,bug,closed,2,66,4320
3954,1211,2023-08-23,2023-08-23,billing,closed,18,175,0
3955,1143,2024-11-26,2024-11-26,feature_request,closed,46,191,0
3956,757,2024-09-23,2024-09-25,bug,closed,19,226,2880
3957,442,2024-09-25,2024-09-25,usage_question,closed,5,198,0
3958,1117,2024-09-23,2024-09-23,usage_question,closed,34,103,0
3959,1101,2024-08-19,2024-08-19,feature_request,closed,31,225,0
3960,82,2024-06-08,2024-06-08,bug,closed,11,37,0
3961,243,2024-10-14,2024-10-20,bug,closed,10,101,8640
3962,1498,2024-01-01,2024-01-01,bug,closed,12,27,0
3963,1656,2024-02-29,2024-03-03,usage_question,closed,17,226,4320
3964,1715,2024-11-13,2024-11-19,usage_question,closed,47,180,8640
3965,42,2024-12-18,2024-12-23,bug,closed,11,70,7200
3966,1700,2024-06-10,2024-06-16,usage_question,closed,31,36,8640
3967,20,2023-11-26,2023-12-02,bug,closed,43,122,8640
3968,215,2024-07-07,2024-07-10,bug,closed,39,200,4320
3969,1506,2024-06-21,2024-06-23,feature_request,closed,15,114,2880
3970,233,2024-07-22,2024-07-29,bug,closed,6,101,10080
3971,1090,2024-10-23,2024-10-25,billing,closed,8,60,2880
3972,519,2023-06-20,2023-06-21,usage_question,closed,10,148,1440
3973,27,2024-05-20,2024-05-23,feature_request,closed,33,238,4320
3974,677,2024-05-17,2024-05-17,usage_question,closed,42,141,0
3975,967,2024-02-04,2024-02-04,other,closed,20,209,0
3976,1431,2024-08-16,2024-08-16,feature_request,closed,38,69,0
3977,1553,2024-04-12,2024-04-15,bug,closed,31,150,4320
3978,1574,2024-07-03,2024-07-08,feature_request,closed,22,233,7200
3979,830,2024-11-14,2024-11-14,usage_question,closed,8,81,0
3980,1981,2023-12-05,2023-12-12,usage_question,closed,30,153,10080
3981,1618,2024-10-29,2024-11-04,other,closed,31,236,8640
3982,1895,2024-06-01,2024-06-01,usage_question,closed,17,165,0
3983,578,2023-05-07,2023-05-13,bug,closed,13,52,8640
3984,1372,2024-05-04,2024-05-05,usage_question,closed,29,221,1440
3985,155,2024-07-11,2024-07-11,bug,closed,5,64,0
3986,1356,2024-08-29,2024-08-29,bug,closed,5,156,0
3987,1087,2024-01-18,2024-01-24,feature_request,closed,4,41,8640
3988,429,2024-10-15,2024-10-18,bug,closed,14,226,4320
3989,333,2024-04-21,2024-04-26,feature_request,closed,24,45,7200
3990,1337,2024-12-29,2024-12-31,billing,closed,16,232,2880
3991,535,2024-07-24,2024-07-24,usage_question,closed,33,175,0
3992,311,2023-11-19,2023-11-26,usage_question,closed,29,43,10080
3993,1105,2024-09-30,2024-10-07,usage_question,closed,27,232,10080
3994,973,2024-07-09,2024-07-16,usage_question,closed,22,193,10080
3995,323,2024-06-19,2024-06-19,usage_question,closed,50,183,0
3996,827,2024-06-17,2024-06-17,usage_question,closed,45,115,0
3997,1244,2024-04-27,2024-04-27,usage_question,closed,33,138,0
3998,1489,2024-05-23,2024-05-28,other,closed,29,16,7200
3999,838,2024-12-16,2024-12-16,feature_request,closed,38,229,0
4000,928,2024-04-03,2024-04-03,feature_request,closed,29,209,0
4001,1528,2024-11-07,2024-11-09,usage_question,closed,9,104,2880
4002,1723,2024-02-03,2024-02-05,bug,closed,9,171,2880
4003,1479,2024-01-26,2024-02-01,bug,closed,14,47,8640
4004,1945,2024-04-26,2024-04-27,bug,closed,14,239,1440
4005,949,2024-05-02,2024-05-09,usage_question,closed,50,173,10080
4006,594,2024-06-15,2024-06-15,usage_question,closed,10,40,0
4007,122,2024-01-18,2024-01-18,bug,closed,16,122,0
4008,276,2024-08-30,2024-08-30,billing,closed,11,65,0
4009,730,2024-09-26,2024-10-01,bug,closed,29,209,7200
4010,705,2024-07-13,2024-07-14,bug,closed,48,99,1440
4011,96,2024-08-23,2024-08-29,feature_request,closed,47,67,8640
4012,753,2024-12-21,2024-12-21,feature_request,closed,24,174,0
4013,192,2024-09-27,2024-09-27,usage_question,closed,40,42,0
4014,713,2024-03-14,2024-03-14,usage_question,closed,14,28,0
4015,361,2024-03-24,2024-03-24,bug,closed,33,168,0
4016,1388,2024-09-11,2024-09-11,usage_question,closed,49,147,0
4017,993,2024-05-01,2024-05-06,usage_question,closed,50,179,7200
4018,1809,2024-03-19,2024-03-19,bug,closed,10,55,0
4019,1946,2023-11-05,2023-11-05,billing,closed,4,36,0
4020,1785,2024-03-15,2024-03-22,usage_question,closed,43,127,10080
4021,147,2023-07-05,2023-07-08,billing,closed,43,95,4320
4022,1610,2024-11-03,2024-11-03,bug,closed,24,153,0
4023,595,2024-10-31,2024-10-31,usage_question,closed,14,207,0
4024,1068,2024-07-01,2024-07-01,bug,closed,33,86,0
4025,1347,2024-07-07,2024-07-07,usage_question,closed,49,105,0
4026,1302,2024-07-23,2024-07-23,bug,closed,25,85,0
4027,1676,2024-12-10,2024-12-10,bug,closed,37,213,0
4028,1742,2024-07-05,2024-07-12,feature_request,closed,33,17,10080
4029,206,2024-08-23,2024-08-23,feature_request,closed,7,59,0
4030,1585,2024-12-08,2024-12-14,usage_question,closed,49,140,8640
4031,838,2024-01-08,2024-01-08,bug,closed,40,97,0
4032,223,2024-10-09,2024-10-14,usage_question,closed,40,165,7200
4033,130,2023-12-05,2023-12-05,other,closed,2,229,0
4034,1987,2024-10-10,2024-10-14,billing,closed,46,226,5760
4035,930,2023-11-29,2023-11-30,billing,closed,48,81,1440
4036,530,2023-03-31,2023-04-02,usage_question,closed,9,48,2880
4037,42,2023-08-20,2023-08-24,feature_request,closed,39,18,5760
4038,303,2024-09-27,2024-09-27,other,closed,42,81,0
4039,922,2024-05-03,2024-05-03,bug,closed,22,154,0
4040,535,2024-11-01,2024-11-07,bug,closed,30,53,8640
4041,44,2024-06-05,2024-06-10,usage_question,closed,21,140,7200
4042,476,2023-10-25,2023-10-26,bug,closed,36,84,1440
4043,890,2024-08-11,2024-08-11,usage_question,closed,7,85,0
4044,289,2024-02-04,2024-02-11,billing,closed,24,64,10080
4045,1392,2024-10-26,2024-10-28,usage_question,closed,37,148,2880
4046,256,2024-06-17,2024-06-17,usage_question,closed,20,121,0
4047,587,2024-12-06,2024-12-06,bug,closed,37,179,0
4048,77,2024-12-29,2024-12-29,other,closed,15,235,0
4049,1992,2023-11-17,2023-11-17,usage_question,closed,24,93,0
4050,529,2024-10-08,2024-10-15,bug,closed,9,141,10080
4051,796,2023-11-28,2023-12-04,other,closed,46,204,8640
4052,1308,2024-10-02,2024-10-03,usage_question,closed,50,215,1440
4053,1908,2024-01-25,2024-01-25,bug,closed,10,219,0
4054,927,2024-09-11,2024-09-14,bug,closed,44,228,4320
4055,570,2024-07-15,2024-07-15,bug,closed,7,61,0
4056,837,2024-05-12,2024-05-16,feature_request,closed,25,222,5760
4057,676,2024-02-06,2024-02-06,usage_question,closed,10,89,0
4058,686,2024-08-07,2024-08-07,other,closed,10,126,0
4059,1232,2024-05-13,2024-05-19,usage_question,closed,35,141,8640
4060,1663,2024-06-03,2024-06-04,feature_request,closed,49,158,1440
4061,956,2024-12-20,2024-12-20,bug,closed,5,205,0
4062,1197,2024-05-30,2024-05-30,bug,closed,12,47,0
4063,1599,2024-03-13,2024-03-18,bug,closed,33,52,7200
4064,329,2023-12-08,2023-12-15,bug,closed,11,123,10080
4065,1361,2024-04-07,2024-04-12,bug,closed,7,67,7200
4066,1913,2024-02-21,2024-02-21,billing,closed,21,177,0
4067,1484,2024-12-19,2024-12-21,bug,closed,26,93,2880
4068,817,2023-10-17,2023-10-17,feature_request,closed,18,51,0
4069,733,2024-02-09,2024-02-15,bug,closed,42,225,8640
4070,120,2024-09-20,2024-09-20,bug,closed,25,195,0
4071,1333,2023-11-18,2023-11-19,usage_question,closed,46,18,1440
4072,1306,2024-09-03,2024-09-04,feature_request,closed,42,202,1440
4073,1317,2024-05-30,2024-05-30,bug,closed,35,231,0
4074,828,2023-12-24,2023-12-25,billing,closed,19,26,1440
4075,912,2024-10-13,2024-10-13,usage_question,closed,25,121,0
4076,364,2024-03-04,2024-03-04,usage_question,closed,50,176,0
4077,1059,2024-05-02,2024-05-02,usage_question,closed,25,81,0
4078,843,2023-09-10,2023-09-10,usage_question,closed,16,146,0
4079,1603,2024-01-04,2024-01-10,bug,closed,37,184,8640
4080,1819,2024-11-06,2024-11-06,bug,closed,11,89,0
4081,990,2024-08-21,2024-08-21,bug,closed,19,160,0
4082,542,2024-12-03,2024-12-04,usage_question,closed,48,117,1440
4083,1537,2024-01-14,2024-01-14,billing,closed,3,54,0
4084,310,2024-10-21,2024-10-21,usage_question,closed,47,72,0
4085,1203,2024-12-04,2024-12-04,feature_request,closed,34,203,0
4086,287,2023-10-14,2023-10-14,usage_question,closed,4,170,0
4087,504,2024-08-06,2024-08-07,bug,closed,30,129,1440
4088,876,2024-10-25,2024-11-01,bug,closed,1,30,10080
4089,255,2024-10-13,2024-10-19,usage_question,closed,38,45,8640
4090,1850,2024-06-13,2024-06-13,usage_question,closed,1,77,0
4091,57,2024-12-13,2024-12-13,billing,closed,40,126,0
4092,1833,2024-05-08,2024-05-08,usage_question,closed,15,74,0
4093,634,2024-01-27,2024-02-03,bug,closed,32,226,10080
4094,239,2024-01-21,2024-01-21,feature_request,closed,18,127,0
4095,51,2024-09-13,2024-09-13,usage_question,closed,39,113,0
4096,1383,2023-03-31,2023-03-31,usage_question,closed,48,125,0
4097,1282,2024-12-17,2024-12-21,usage_question,closed,34,28,5760
4098,620,2024-11-05,2024-11-08,bug,closed,15,222,4320
4099,716,2024-08-30,2024-08-30,usage_question,closed,12,150,0
4100,240,2024-07-22,2024-07-26,other,closed,22,224,5760
4101,228,2024-08-21,2024-08-21,usage_question,closed,17,193,0
4102,388,2024-07-23,2024-07-29,usage_question,closed,30,150,8640
4103,1536,2024-11-03,2024-11-09,bug,closed,19,121,8640
4104,1118,2024-04-22,2024-04-22,usage_question,closed,29,104,0
4105,1490,2024-04-23,2024-04-23,feature_request,closed,31,21,0
4106,1596,2024-11-18,2024-11-18,usage_question,closed,13,25,0
4107,251,2024-10-07,2024-10-10,feature_request,closed,10,152,4320
4108,1055,2024-11-19,2024-11-19,other,closed,8,138,0
4109,66,2024-07-10,2024-07-10,usage_question,closed,13,233,0
4110,1445,2024-04-28,2024-04-28,usage_question,closed,4,195,0
4111,761,2024-05-07,2024-05-14,feature_request,closed,18,210,10080
4112,1517,2024-11-01,2024-11-08,bug,closed,39,77,10080
4113,1199,2024-09-26,2024-09-30,feature_request,closed,3,35,5760
4114,1591,2024-06-06,2024-06-06,bug,closed,29,152,0
4115,74,2024-12-21,2024-12-26,other,closed,8,148,7200
4116,1875,2024-12-27,2024-12-27,bug,closed,26,80,0
4117,1342,2024-09-12,2024-09-16,billing,closed,35,25,5760
4118,1788,2024-05-07,2024-05-07,feature_request,closed,34,137,0
4119,874,2024-08-22,2024-08-25,feature_request,closed,47,99,4320
4120,412,2023-05-14,2023-05-15,bug,closed,16,155,1440
4121,989,2024-11-20,2024-11-20,usage_question,closed,4,46,0
4122,392,2024-03-15,2024-03-15,billing,closed,34,142,0
4123,464,2024-07-25,2024-07-25,bug,closed,5,68,0
4124,843,2024-02-27,2024-02-27,usage_question,closed,34,86,0
4125,567,2023-11-26,2023-11-26,other,closed,7,205,0
4126,1601,2024-12-26,2024-12-26,usage_question,closed,14,112,0
4127,1499,2023-07-23,2023-07-23,bug,closed,21,55,0
4128,1026,2024-01-25,2024-01-25,feature_request,closed,37,121,0
4129,1179,2024-08-16,2024-08-19,usage_question,closed,14,108,4320
4130,1715,2024-03-29,2024-03-31,usage_question,closed,32,232,2880
4131,969,2023-10-08,2023-10-11,feature_request,closed,31,137,4320
4132,1528,2024-05-05,2024-05-05,bug,closed,23,30,0
4133,13,2024-01-09,2024-01-13,bug,closed,3,73,5760
4134,1693,2024-02-29,2024-03-01,usage_question,closed,25,161,1440
4135,957,2024-12-25,2024-12-25,bug,closed,19,155,0
4136,1099,2024-12-15,2024-12-19,usage_question,closed,36,88,5760
4137,465,2024-10-10,2024-10-17,bug,closed,19,42,10080
4138,265,2024-05-06,2024-05-06,other,closed,3,229,0
4139,457,2024-03-30,2024-03-30,usage_question,closed,4,198,0
4140,1692,2024-04-19,2024-04-20,usage_question,closed,4,92,1440
4141,181,2023-11-11,2023-11-11,usage_question,closed,12,114,0
4142,912,2024-02-26,2024-02-26,bug,closed,10,112,0
4143,1943,2024-04-07,2024-04-08,usage_question,closed,40,169,1440
4144,107,2024-05-08,2024-05-12,feature_request,closed,36,77,5760
4145,407,2024-08-10,2024-08-15,other,closed,23,173,7200
4146,494,2023-12-05,2023-12-12,usage_question,closed,36,30,10080
4147,1392,2024-12-07,2024-12-12,usage_question,closed,9,190,7200
4148,1682,2024-01-29,2024-01-29,other,closed,16,54,0
4149,960,2024-08-31,2024-09-04,feature_request,closed,49,15,5760
4150,504,2024-11-22,2024-11-29,usage_question,closed,50,227,10080
4151,657,2024-03-11,2024-03-14,feature_request,closed,7,83,4320
4152,146,2023-10-08,2023-10-15,usage_question,closed,45,236,10080
4153,832,2024-05-03,2024-05-05,bug,closed,9,224,2880
4154,1805,2024-09-05,2024-09-05,feature_request,closed,44,179,0
4155,125,2024-12-03,2024-12-03,feature_request,closed,32,215,0
4156,387,2024-02-05,2024-02-05,billing,closed,29,161,0
4157,545,2023-11-24,2023-11-24,usage_question,closed,24,188,0
4158,86,2024-10-22,2024-10-25,bug,closed,34,193,4320
4159,1254,2024-03-17,2024-03-17,bug,closed,40,198,0
4160,879,2024-07-15,2024-07-17,usage_question,closed,49,184,2880
4161,505,2024-12-19,2024-12-20,bug,closed,50,92,1440
4162,1911,2023-09-17,2023-09-21,usage_question,closed,9,80,5760
4163,1025,2024-10-21,2024-10-21,usage_question,closed,10,190,0
4164,109,2024-05-23,2024-05-25,usage_question,closed,25,209,2880
4165,881,2024-06-27,2024-06-27,feature_request,closed,19,19,0
4166,812,2024-04-12,2024-04-12,bug,closed,29,221,0
4167,796,2024-01-27,2024-01-27,usage_question,closed,3,79,0
4168,178,2024-01-09,2024-01-16,feature_request,closed,43,87,10080
4169,1594,2024-01-09,2024-01-09,bug,closed,25,232,0
4170,1242,2024-02-02,2024-02-04,feature_request,closed,13,177,2880
4171,511,2024-05-10,2024-05-10,billing,closed,14,47,0
4172,1305,2024-01-12,2024-01-14,bug,closed,36,128,2880
4173,1125,2024-08-18,2024-08-24,usage_question,closed,35,212,8640
4174,1852,2023-12-24,2023-12-24,usage_question,closed,6,184,0
4175,1463,2024-07-15,2024-07-17,usage_question,closed,33,67,2880
4176,625,2024-11-22,2024-11-25,usage_question,closed,23,98,4320
4177,1134,2024-04-25,2024-04-26,bug,closed,9,240,1440
4178,1028,2024-09-02,2024-09-03,usage_question,closed,24,193,1440
4179,270,2024-02-10,2024-02-10,bug,closed,26,164,0
4180,296,2023-12-22,2023-12-27,other,closed,8,94,7200
4181,1262,2024-04-24,2024-04-24,feature_request,closed,27,30,0
4182,192,2024-07-23,2024-07-27,feature_request,closed,4,200,5760
4183,147,2023-12-02,2023-12-02,bug,closed,9,47,0
4184,225,2024-03-10,2024-03-12,billing,closed,24,196,2880
4185,1540,2023-12-28,2023-12-28,feature_request,closed,33,77,0
4186,1477,2024-05-07,2024-05-07,bug,closed,20,133,0
4187,455,2024-11-04,2024-11-04,billing,closed,21,116,0
4188,1017,2024-08-05,2024-08-05,usage_question,closed,11,124,0
4189,188,2024-04-15,2024-04-15,other,closed,11,119,0
4190,498,2024-12-11,2024-12-11,usage_question,closed,42,236,0
4191,326,2024-10-17,2024-10-21,usage_question,closed,15,176,5760
4192,365,2024-07-08,2024-07-13,bug,closed,29,48,7200
4193,898,2023-11-09,2023-11-12,other,closed,10,76,4320
4194,1974,2024-06-27,2024-07-02,bug,closed,5,170,7200
4195,1452,2023-12-07,2023-12-07,feature_request,closed,22,153,0
4196,183,2024-11-04,2024-11-04,usage_question,closed,19,127,0
4197,1944,2023-11-01,2023-11-06,bug,closed,36,207,7200
4198,395,2024-10-02,2024-10-03,other,closed,32,110,1440
4199,798,2024-05-26,2024-05-26,usage_question,closed,23,130,0
4200,405,2024-12-25,2024-12-25,usage_question,closed,3,108,0
4201,1862,2024-09-10,2024-09-10,feature_request,closed,50,86,0
4202,1352,2024-12-15,2024-12-15,usage_question,closed,2,139,0
4203,1971,2024-02-24,2024-02-25,usage_question,closed,46,35,1440
4204,1925,2024-06-03,2024-06-03,bug,closed,26,68,0
4205,377,2024-10-23,2024-10-29,usage_question,closed,42,64,8640
4206,433,2024-12-29,2025-01-03,feature_request,open,7,163,7200
