subscription_id,customer_id,plan,start_date,end_date,monthly_value
958,434,starter,2025-01-08,2026-01-08,589.85
959,434,growth,2025-01-08,,2154.11
960,434,starter,2025-01-08,,406.59
961,435,enterprise,2025-01-21,,10676.3
963,435,growth,2025-01-21,,2129.83
964,436,growth,2023-12-13,2024-12-12,2444.68
965,437,starter,2024-12-21,,542.53
966,438,enterprise,2023-03-22,,14374.7
967,439,growth,2025-01-14,2026-01-14,2948.3
968,439,starter,2025-01-14,,576.04
970,440,growth,2024-07-10,,2057.15
971,440,starter,2024-07-10,,578.91
973,442,starter,2024-08-24,,577.54
975,442,growth,2024-08-24,2025-08-24,2536.42
976,443,starter,2024-08-26,,582.89
977,444,growth,2024-09-01,,2210.81
978,444,growth,2024-09-01,,2198.06
979,445,starter,2024-05-11,,513.52
980,446,starter,2023-02-02,,468.33
982,446,starter,2023-02-02,,536.24
983,447,starter,2023-03-12,,408.53
984,447,starter,2023-03-12,2024-03-11,583.07
986,448,enterprise,2023-03-26,,13835.95
987,449,starter,2024-08-29,,525.01
988,449,enterprise,2024-08-29,,13634.08
989,450,enterprise,2025-01-14,,14052.94
991,450,starter,2025-01-14,,573.06
993,451,enterprise,2025-02-02,2026-02-02,14156.97
994,451,growth,2025-02-02,,2965.35
995,452,starter,2024-12-29,,588.98
996,452,starter,2024-12-29,,459.91
997,453,enterprise,2023-07-06,,10447.75
998,453,starter,2023-07-06,2024-07-05,431.39
999,453,starter,2023-07-06,,477.65
1001,455,starter,2025-02-22,2026-02-22,541.64
1002,455,starter,2025-02-22,,463.42
1003,455,starter,2025-02-22,,537.93
1004,456,growth,2024-04-28,2025-04-28,2980.89
1005,456,starter,2024-04-28,2025-04-28,540.66
1006,456,growth,2024-04-28,,2730.66
1007,457,starter,2024-07-12,2025-07-12,481.6
1009,459,starter,2025-01-15,,542.15
1010,459,starter,2025-01-15,,534.55
1011,460,enterprise,2023-12-12,,10681.92
1015,461,starter,2023-10-22,,420.85
1016,461,growth,2023-10-22,,2351.45
1017,462,growth,2024-03-15,2025-03-15,2815.91
1018,463,starter,2024-03-19,,546.49
1020,464,starter,2024-03-10,,598.72
1021,464,starter,2024-03-10,,522.78
1022,465,growth,2024-01-12,2025-01-11,2212.38
1023,465,starter,2024-01-12,2025-01-11,451.76
1024,466,growth,2024-11-02,2025-11-02,2349.28
1025,467,growth,2023-04-22,,2501.8
1026,468,growth,2024-05-12,,2221.71
1029,470,growth,2025-01-08,,2464.71
1030,470,growth,2025-01-08,,2009.17
1032,471,starter,2024-11-18,,401.88
1033,471,growth,2024-11-18,,2644.87
1034,472,starter,2023-04-24,2024-04-23,546.54
1035,473,starter,2023-02-16,,516.85
1036,473,starter,2023-02-16,,400.08
1037,474,growth,2023-05-18,,2867.17
1038,474,starter,2023-05-18,,478.29
1040,476,growth,2023-11-13,,2081.2
1042,476,growth,2023-11-13,2024-11-12,2324.87
1043,477,starter,2023-12-31,,586.46
1044,477,starter,2023-12-31,2024-12-30,421.87
1045,477,starter,2023-12-31,,422.87
1046,478,starter,2025-04-13,,431.26
1047,479,starter,2023-02-01,2024-02-01,429.98
1048,479,growth,2023-02-01,2024-02-01,2284.95
1049,479,starter,2023-02-01,,401.32
1050,480,enterprise,2024-05-07,,12208.83
1052,482,growth,2024-10-07,,2208.67
1053,482,growth,2024-10-07,,2048.62
1054,483,starter,2025-02-02,,576.75
1056,484,starter,2025-04-08,,411.13
1057,484,growth,2025-04-08,2026-04-08,2133.33
1060,485,starter,2025-03-03,2026-03-03,540.58
1061,485,enterprise,2025-03-03,,12132.63
1062,486,enterprise,2024-01-28,2025-01-27,13757.89
1063,486,enterprise,2024-01-28,,13596.24
1064,486,starter,2024-01-28,,413.13
1065,487,growth,2025-04-12,,2200.13
1066,488,growth,2025-02-26,2026-02-26,2030.7
1067,488,starter,2025-02-26,2026-02-26,445.74
1068,489,starter,2024-08-29,,530.81
1072,491,starter,2023-02-15,2024-02-15,545.13
1073,492,starter,2024-05-08,,589.91
1074,493,starter,2025-03-03,,518.04
1076,493,starter,2025-03-03,2026-03-03,587.6
1077,494,starter,2024-04-20,,486.47
1078,494,starter,2024-04-20,,521.5
1079,495,enterprise,2024-10-27,,13245.65
1080,495,growth,2024-10-27,,2772.57
1081,496,starter,2025-04-04,,450.72
1082,497,starter,2024-12-16,2025-12-16,550.74
1084,498,growth,2024-05-15,,2176.17
1086,499,starter,2025-01-10,,460.92
1087,499,enterprise,2025-01-10,,13822.05
1088,500,starter,2023-02-05,,533.65
1089,500,enterprise,2023-02-05,,13424.21
1090,500,growth,2023-02-05,,2039.7
1091,501,starter,2024-08-21,,471.93
1092,501,growth,2024-08-21,,2029.82
1093,501,growth,2024-08-21,,2029.6
1094,502,enterprise,2024-12-12,,10473.23
1095,502,growth,2024-12-12,,2797.29
1096,503,growth,2024-03-29,,2056.46
1099,504,growth,2023-05-07,,2667.49
1100,504,starter,2023-05-07,2024-05-06,507.91
1101,505,starter,2023-10-13,,504.19
1102,505,growth,2023-10-13,,2627.82
1103,505,growth,2023-10-13,,2956.71
1104,506,growth,2023-02-27,,2628.55
1105,506,enterprise,2023-02-27,,13440.89
1107,507,starter,2023-01-31,,431.5
1108,508,starter,2023-04-16,,587.43
1109,508,starter,2023-04-16,,529.13
1111,509,enterprise,2024-09-02,2025-09-02,12008.09
1112,509,growth,2024-09-02,,2571.95
1113,510,growth,2023-05-11,,2776.83
1115,511,starter,2023-10-14,,568.66
1118,512,starter,2025-02-22,,574.9
1119,513,starter,2024-06-17,2025-06-17,489.27
1122,514,growth,2023-05-01,,2440.7
1123,514,enterprise,2023-05-01,,10117.01
1124,515,starter,2024-08-09,,589.65
1126,516,enterprise,2024-01-24,,11063.56
1127,516,starter,2024-01-24,,556.03
1128,517,enterprise,2023-03-17,,13572.76
1130,517,enterprise,2023-03-17,,12582.84
1131,518,growth,2024-09-07,,2099.8
1132,518,starter,2024-09-07,,402.76
1134,519,enterprise,2024-03-08,2025-03-08,14064.91
1135,519,enterprise,2024-03-08,,11675.38
1138,521,starter,2023-12-17,,443.51
1139,522,growth,2023-05-27,,2424.28
1140,522,starter,2023-05-27,,588.55
1142,523,starter,2025-02-28,,474.59
1143,523,starter,2025-02-28,,452.67
1144,524,growth,2024-06-21,,2717.33
1145,524,enterprise,2024-06-21,,12410.77
1146,524,starter,2024-06-21,2025-06-21,585.25
1148,525,growth,2025-02-26,,2423.2
1149,525,growth,2025-02-26,,2497.56
1150,526,starter,2025-01-26,,572.49
1151,526,growth,2025-01-26,,2825.46
1152,527,starter,2023-03-08,2024-03-07,480.03
1153,527,starter,2023-03-08,,535.89
1154,528,growth,2023-03-27,,2685.65
1155,529,growth,2023-12-05,,2355.32
1157,529,starter,2023-12-05,,574.42
1159,530,enterprise,2025-03-02,,11287.21
1160,531,growth,2024-07-12,,2552.68
1163,533,starter,2023-12-10,2024-12-09,534.43
1165,534,enterprise,2024-09-28,2025-09-28,11465.08
1166,534,enterprise,2024-09-28,,14284.36
1167,535,enterprise,2023-10-06,2024-10-05,11493.04
1168,535,starter,2023-10-06,2024-10-05,484.86
1170,536,growth,2023-11-18,2024-11-17,2725.95
1171,537,growth,2024-07-01,,2780.81
1173,538,growth,2024-09-26,2025-09-26,2515.37
1175,539,growth,2025-03-21,,2071.91
1178,540,starter,2024-09-27,,541.88
1179,541,growth,2023-05-03,2024-05-02,2324.27
1180,541,starter,2023-05-03,2024-05-02,502.47
1182,542,starter,2024-05-27,,567.02
1183,542,starter,2024-05-27,,573.71
1185,543,starter,2023-01-06,,558.63
1186,543,starter,2023-01-06,2024-01-06,422.55
1187,544,growth,2025-04-18,2026-04-18,2701.33
1189,544,growth,2025-04-18,,2872.67
1190,545,starter,2024-05-16,,462.13
1191,545,enterprise,2024-05-16,,12071.62
1192,545,growth,2024-05-16,,2218.89
1193,546,enterprise,2024-11-04,,13805.54
1194,546,starter,2024-11-04,,484.89
1196,547,growth,2023-10-14,2024-10-13,2247.96
1197,547,growth,2023-10-14,,2868.34
1200,550,starter,2025-02-13,,593.04
1205,552,starter,2024-02-16,2025-02-15,544.51
1206,552,growth,2024-02-16,,2402.34
1207,552,growth,2024-02-16,2025-02-15,2262.66
1208,553,starter,2025-02-23,2026-02-23,454.22
1212,555,enterprise,2024-05-23,2025-05-23,11416.7
1213,556,starter,2023-07-17,,455.99
1214,557,enterprise,2024-12-03,,13886.28
1218,559,starter,2024-10-13,,552.46
1219,559,starter,2024-10-13,,572.39
1220,560,starter,2024-02-22,,464.96
1221,561,starter,2025-02-17,,436.02
1224,562,growth,2024-12-23,,2984.28
1225,563,enterprise,2024-02-22,,12362.25
1227,564,growth,2024-08-06,2025-08-06,2015.52
1229,564,starter,2024-08-06,,412.3
1230,565,enterprise,2024-01-30,2025-01-29,9768.7
1231,565,growth,2024-01-30,2025-01-29,2509.64
1233,566,starter,2024-01-08,,576.4
1234,567,growth,2024-02-08,,2234.68
1235,568,starter,2024-04-30,,533.13
1236,568,growth,2024-04-30,,2680.6
1237,568,growth,2024-04-30,2025-04-30,2241.9
1238,569,starter,2024-04-25,,597.26
1239,570,starter,2025-02-09,,446.01
1240,571,growth,2023-09-23,,2929.32
1241,571,growth,2023-09-23,,2534.31
1243,572,enterprise,2023-12-10,,11392.49
1244,572,starter,2023-12-10,,457.18
1247,573,growth,2025-01-23,,2293.27
1248,574,starter,2023-01-20,2024-01-20,492.05
1249,574,starter,2023-01-20,2024-01-20,447.55
1250,574,enterprise,2023-01-20,,12579.0
1251,575,starter,2024-07-21,,591.93
1253,576,starter,2024-02-26,,545.75
1255,577,growth,2024-08-16,,2180.43
1256,578,growth,2023-11-07,,2634.3
1257,579,starter,2023-03-29,,566.88
1260,580,enterprise,2023-12-23,2024-12-22,10659.61
1262,580,starter,2023-12-23,2024-12-22,532.28
1263,581,starter,2025-01-23,2026-01-23,494.79
1264,581,starter,2025-01-23,2026-01-23,477.69
1267,583,starter,2023-02-27,,458.04
1268,583,growth,2023-02-27,,2287.02
1269,584,starter,2023-03-28,2024-03-27,592.21
1271,585,starter,2025-03-27,2026-03-27,500.4
1272,585,enterprise,2025-03-27,,10708.27
1274,586,starter,2025-01-11,,464.01
1275,586,starter,2025-01-11,,573.51
1276,587,growth,2024-01-27,,2363.39
1277,588,starter,2023-02-03,,578.41
1278,588,growth,2023-02-03,,2018.02
1279,589,enterprise,2023-02-19,,12199.66
1280,589,growth,2023-02-19,2024-02-19,2880.99
1281,589,starter,2023-02-19,,406.62
1282,590,growth,2025-02-18,,2976.76
1283,590,starter,2025-02-18,,596.81
1286,591,growth,2024-12-13,2025-12-13,2770.39
1288,592,growth,2025-01-08,2026-01-08,2709.76
1289,592,starter,2025-01-08,,498.31
1290,593,growth,2025-02-18,,2952.57
1291,593,enterprise,2025-02-18,,13502.15
1292,594,enterprise,2025-03-16,,13873.93
1293,594,starter,2025-03-16,,438.16
1294,594,starter,2025-03-16,,599.99
1296,595,growth,2024-03-13,2025-03-13,2931.99
1298,596,growth,2025-01-27,,2102.67
1301,597,starter,2024-01-28,2025-01-27,591.56
1302,597,starter,2024-01-28,2025-01-27,455.1
1303,598,growth,2025-02-21,,2113.93
1305,598,starter,2025-02-21,,485.96
1307,599,enterprise,2025-02-14,,13123.15
1308,599,starter,2025-02-14,2026-02-14,527.64
1309,600,enterprise,2023-01-24,2024-01-24,10815.41
1310,601,growth,2024-09-03,,2130.63
1311,601,growth,2024-09-03,,2697.65
1312,601,starter,2024-09-03,,473.83
1313,602,starter,2025-01-16,,566.72
1314,602,growth,2025-01-16,,2406.28
1315,602,starter,2025-01-16,,459.25
1317,604,growth,2023-10-13,2024-10-12,2531.1
1318,604,starter,2023-10-13,,527.99
1319,604,growth,2023-10-13,,2151.93
1320,605,growth,2024-09-09,,2750.76
1321,605,growth,2024-09-09,,2686.07
1323,606,growth,2024-08-27,2025-08-27,2132.84
1325,607,starter,2024-11-04,2025-11-04,549.66
1326,607,starter,2024-11-04,,569.6
1327,607,growth,2024-11-04,2025-11-04,2938.83
1329,608,starter,2025-01-29,,509.47
1330,609,starter,2025-01-03,2026-01-03,422.2
1331,609,growth,2025-01-03,,2853.66
1333,610,growth,2025-03-26,,2980.64
1337,612,growth,2025-01-04,,2058.52
1338,612,growth,2025-01-04,,2230.06
1340,613,starter,2023-08-11,,416.86
1342,614,growth,2025-04-24,2026-04-24,2310.06
1344,615,growth,2024-08-14,,2400.39
1346,616,growth,2024-12-14,2025-12-14,2425.81
1350,617,starter,2025-02-01,,477.62
1351,617,starter,2025-02-01,2026-02-01,592.13
1352,618,enterprise,2023-11-14,,10451.68
1353,618,growth,2023-11-14,,2821.31
1354,618,growth,2023-11-14,2024-11-13,2819.6
1355,619,growth,2025-04-06,,2567.52
1356,619,starter,2025-04-06,,448.04
1357,619,growth,2025-04-06,2026-04-06,2883.19
1359,620,growth,2024-03-23,,2923.06
1360,620,growth,2024-03-23,,2993.87
1361,621,starter,2025-03-12,,443.83
1363,622,starter,2023-04-24,,592.42
1364,622,starter,2023-04-24,,433.01
1369,624,starter,2024-08-09,,418.5
1371,625,starter,2025-02-14,,442.11
1372,625,starter,2025-02-14,,536.03
1373,625,growth,2025-02-14,,2247.08
1377,627,starter,2023-12-23,,551.91
1378,627,growth,2023-12-23,,2049.66
1379,627,starter,2023-12-23,,538.77
1382,628,starter,2025-01-23,,553.67
1383,629,starter,2024-01-25,,548.45
1385,629,growth,2024-01-25,,2613.63
1386,630,starter,2024-08-30,2025-08-30,426.18
1387,630,starter,2024-08-30,,522.56
1388,630,growth,2024-08-30,,2056.3
1389,631,growth,2025-02-15,2026-02-15,2844.61
1390,632,starter,2024-09-23,,478.33
1391,633,starter,2023-04-27,,489.98
1392,634,growth,2025-01-07,,2800.87
1393,635,starter,2024-08-28,,542.06
1394,636,growth,2023-10-22,,2548.77
1397,637,growth,2025-01-09,,2429.33
1398,638,growth,2023-02-04,,2040.7
1399,638,starter,2023-02-04,2024-02-04,545.3
1400,638,growth,2023-02-04,,2166.75
1404,640,growth,2023-12-25,2024-12-24,2422.4
1405,641,growth,2023-09-18,,2128.2
1407,642,growth,2023-01-12,,2407.45
1409,643,growth,2023-04-05,2024-04-04,2443.93
1410,643,growth,2023-04-05,2024-04-04,2748.72
1412,645,starter,2023-06-16,,441.69
1413,646,enterprise,2023-12-18,,9868.81
1414,647,enterprise,2023-03-12,,11434.73
1415,647,enterprise,2023-03-12,,12800.01
1416,647,growth,2023-03-12,2024-03-11,2460.88
1417,648,starter,2025-02-12,2026-02-12,540.28
1418,648,growth,2025-02-12,,2429.01
1420,650,enterprise,2024-03-18,,12725.14
1423,651,starter,2025-01-04,,537.38
1424,652,starter,2025-01-08,,537.1
1426,652,growth,2025-01-08,,2933.02
1427,653,starter,2025-02-05,2026-02-05,487.43
1428,653,growth,2025-02-05,,2293.41
1429,653,growth,2025-02-05,,2976.83
1430,654,starter,2025-04-03,,573.83
1431,655,starter,2024-06-30,,595.03
1432,655,starter,2024-06-30,2025-06-30,488.66
1433,655,growth,2024-06-30,,2684.25
1435,656,starter,2025-02-05,,428.62
1436,656,growth,2025-02-05,2026-02-05,2515.63
1437,657,growth,2023-07-03,,2478.91
1439,658,starter,2023-12-06,,538.24
1440,658,growth,2023-12-06,,2507.03
1442,659,starter,2024-03-10,,483.85
1444,660,growth,2023-11-08,,2553.49
1445,661,starter,2023-02-19,,586.45
1446,662,starter,2025-01-06,,545.83
1447,663,growth,2023-11-14,,2645.84
1450,664,growth,2024-02-27,2025-02-26,2341.93
1452,664,enterprise,2024-02-27,,11617.87
1453,665,starter,2025-02-06,,580.29
1456,666,starter,2023-12-18,,440.22
1457,667,enterprise,2024-08-02,,13080.34
1458,667,enterprise,2024-08-02,,10630.32
1459,667,enterprise,2024-08-02,,14355.82
1462,669,growth,2025-02-04,,2075.72
1463,670,starter,2025-02-21,,416.34
1465,671,starter,2024-05-06,,554.58
1466,671,starter,2024-05-06,,409.4
1467,672,growth,2025-02-15,,2316.94
1468,672,starter,2025-02-15,,439.71
1469,673,starter,2023-05-08,,530.49
1470,673,starter,2023-05-08,,416.91
1471,674,starter,2023-08-18,,405.1
1472,675,starter,2024-01-25,2025-01-24,409.16
1474,675,starter,2024-01-25,,533.02
1475,676,starter,2023-03-31,,402.43
1477,677,growth,2024-01-24,2025-01-23,2198.82
1479,677,starter,2024-01-24,,427.32
1480,678,starter,2025-02-24,,446.59
1482,679,enterprise,2025-04-11,,12989.19
1484,679,enterprise,2025-04-11,,13631.1
1485,680,growth,2024-12-29,,2569.63
1486,680,starter,2024-12-29,2025-12-29,466.21
1487,680,growth,2024-12-29,,2034.26
1488,681,enterprise,2025-02-19,2026-02-19,11345.51
1491,682,starter,2023-11-01,,542.7
1493,683,starter,2024-01-12,,472.58
1494,684,starter,2024-08-28,,451.82
1495,684,starter,2024-08-28,,581.2
1496,684,growth,2024-08-28,,2481.91
1497,685,growth,2024-12-18,2025-12-18,2640.08
1498,685,starter,2024-12-18,,578.58
1503,687,starter,2024-08-15,,495.93
1504,687,growth,2024-08-15,,2868.12
1505,687,starter,2024-08-15,,496.2
1506,688,enterprise,2024-11-10,,14264.49
1509,689,starter,2025-01-24,2026-01-24,519.74
1510,689,growth,2025-01-24,,2196.46
1511,690,enterprise,2024-07-28,2025-07-28,9925.26
1514,691,starter,2025-02-15,2026-02-15,514.9
1516,691,enterprise,2025-02-15,2026-02-15,9953.85
1517,692,enterprise,2025-03-04,,10401.07
1518,692,enterprise,2025-03-04,2026-03-04,14202.8
1519,693,starter,2025-03-16,2026-03-16,556.74
1522,694,growth,2024-06-18,,2785.25
1524,695,enterprise,2025-04-01,,13039.93
1526,695,starter,2025-04-01,,556.7
1527,696,starter,2025-01-26,2026-01-26,579.34
1528,696,starter,2025-01-26,,429.0
1529,696,growth,2025-01-26,,2271.03
1530,697,starter,2023-08-10,,486.24
1531,698,starter,2025-04-09,2026-04-09,591.41
1532,698,enterprise,2025-04-09,2026-04-09,13958.65
1534,699,enterprise,2023-08-11,,11851.54
1535,700,growth,2023-01-21,,2871.68
1537,702,growth,2024-12-29,,2078.47
1539,702,starter,2024-12-29,,468.93
1540,703,starter,2023-12-19,,489.41
1542,703,growth,2023-12-19,,2970.25
1543,704,starter,2024-06-27,,549.37
1544,704,enterprise,2024-06-27,,9831.12
1545,704,enterprise,2024-06-27,,14162.31
1546,705,starter,2024-02-23,,530.47
1547,705,enterprise,2024-02-23,,12539.21
1548,706,growth,2025-02-17,,2380.48
1550,706,starter,2025-02-17,,450.79
1551,707,starter,2024-10-20,,531.85
1554,708,growth,2024-10-16,2025-10-16,2051.41
1555,708,starter,2024-10-16,2025-10-16,591.27
1556,709,starter,2024-10-20,,567.3
1557,709,growth,2024-10-20,2025-10-20,2372.47
1558,709,starter,2024-10-20,,410.64
1559,710,starter,2025-03-29,,596.32
1560,711,starter,2025-02-03,,546.86
1562,711,growth,2025-02-03,,2335.65
1564,713,starter,2024-07-28,,506.37
1565,713,enterprise,2024-07-28,2025-07-28,12471.37
1569,715,growth,2024-09-23,,2138.76
1570,716,starter,2024-11-21,,514.83
1571,716,starter,2024-11-21,2025-11-21,412.96
1572,716,starter,2024-11-21,,447.21
1573,717,starter,2023-11-15,,421.56
1574,717,starter,2023-11-15,2024-11-14,445.47
1575,718,growth,2023-07-17,,2200.17
1576,718,starter,2023-07-17,,495.48
1577,718,growth,2023-07-17,,2674.66
1578,719,starter,2023-12-20,,552.05
1579,719,starter,2023-12-20,,481.5
1582,721,starter,2024-01-04,,510.54
1584,722,starter,2025-01-19,2026-01-19,573.69
1585,722,growth,2025-01-19,,2209.52
1586,723,enterprise,2023-06-13,,13335.11
1588,724,starter,2024-05-04,,483.09
1589,724,starter,2024-05-04,,449.75
1590,724,growth,2024-05-04,,2967.69
1592,725,starter,2025-03-08,,544.07
1593,726,enterprise,2023-11-16,2024-11-15,13148.27
1594,726,growth,2023-11-16,2024-11-15,2314.84
1595,726,starter,2023-11-16,,565.85
1600,729,growth,2023-10-24,,2397.71
1602,730,starter,2025-03-14,2026-03-14,583.03
1603,731,enterprise,2024-04-25,,11879.85
1605,732,enterprise,2023-08-09,,13217.33
1606,733,growth,2025-01-21,,2960.39
1608,733,growth,2025-01-21,,2374.84
1609,734,starter,2024-09-13,,504.71
1610,735,growth,2025-02-07,,2959.86
1611,736,starter,2024-01-02,,529.17
1613,737,starter,2025-02-02,,580.94
1614,737,enterprise,2025-02-02,,12653.89
1617,738,enterprise,2023-09-03,,13177.85
1618,739,enterprise,2024-03-05,,14392.87
1620,740,starter,2025-02-19,,407.23
1621,741,starter,2024-03-03,,544.47
1622,741,growth,2024-03-03,,2243.78
1623,742,starter,2025-02-17,,584.75
1624,742,growth,2025-02-17,2026-02-17,2273.67
1625,742,enterprise,2025-02-17,2026-02-17,10109.26
1627,743,starter,2023-04-15,,475.32
1628,744,enterprise,2023-06-30,2024-06-29,11519.46
1630,745,starter,2023-02-12,,597.63
1634,747,enterprise,2024-06-25,2025-06-25,13246.29
1635,747,enterprise,2024-06-25,,10234.3
1636,748,enterprise,2024-01-16,,10194.58
1639,749,growth,2023-04-20,2024-04-19,2125.08
1640,750,starter,2025-03-11,,568.79
1641,750,growth,2025-03-11,,2065.81
1644,751,growth,2024-01-15,,2403.8
1645,751,starter,2024-01-15,,427.12
1646,752,starter,2023-01-20,,497.1
1647,752,starter,2023-01-20,,582.78
1648,752,starter,2023-01-20,,565.44
1649,753,starter,2024-10-11,,578.1
1651,754,starter,2024-06-04,,502.39
1654,756,starter,2025-04-24,,525.28
1657,757,growth,2024-01-12,,2500.53
1658,757,starter,2024-01-12,2025-01-11,477.66
1659,757,growth,2024-01-12,,2695.63
1662,759,growth,2025-04-06,2026-04-06,2575.4
1663,760,starter,2023-12-15,,461.44
1665,762,growth,2023-02-21,,2170.32
1666,762,growth,2023-02-21,,2032.35
1668,763,growth,2023-01-22,2024-01-22,2612.69
1669,763,starter,2023-01-22,2024-01-22,463.76
1670,763,starter,2023-01-22,2024-01-22,507.73
1671,764,starter,2024-01-20,,572.96
1672,764,enterprise,2024-01-20,,12010.22
1673,764,growth,2024-01-20,2025-01-19,2995.76
1674,765,starter,2023-07-19,,547.03
1675,765,starter,2023-07-19,,562.62
1677,766,growth,2024-06-19,2025-06-19,2436.87
1678,767,growth,2023-04-10,,2568.29
1679,768,growth,2023-08-19,,2791.54
1681,769,starter,2024-01-20,,430.01
1682,769,starter,2024-01-20,,568.82
1685,770,starter,2025-02-21,,553.07
1686,771,growth,2024-08-31,2025-08-31,2212.46
1687,771,growth,2024-08-31,,2955.71
1688,772,starter,2025-02-12,2026-02-12,420.47
1689,772,starter,2025-02-12,,563.63
1691,774,starter,2023-02-08,,501.04
1693,774,starter,2023-02-08,,436.44
1694,775,growth,2025-04-21,,2494.97
1696,775,starter,2025-04-21,,569.07
1698,776,starter,2024-11-23,,461.07
1699,776,growth,2024-11-23,,2333.03
1701,778,starter,2024-11-20,2025-11-20,455.74
1702,778,starter,2024-11-20,,527.87
1704,779,growth,2025-04-11,,2453.33
1705,779,enterprise,2025-04-11,,11339.57
1708,781,growth,2024-01-20,,2943.76
1709,781,starter,2024-01-20,2025-01-19,443.31
1710,782,growth,2025-04-18,2026-04-18,2518.4
1711,783,growth,2023-09-27,,2087.2
1717,786,starter,2024-05-20,,493.44
1719,787,starter,2024-07-16,,401.9
1720,787,growth,2024-07-16,2025-07-16,2182.21
1722,788,growth,2025-02-09,,2669.82
1723,788,starter,2025-02-09,2026-02-09,474.81
1724,789,starter,2023-12-10,2024-12-09,555.16
1725,789,starter,2023-12-10,,579.81
1726,790,starter,2025-03-20,,515.09
1727,790,starter,2025-03-20,,482.09
1730,792,growth,2024-05-07,,2160.37
1733,794,growth,2025-01-23,,2649.38
1735,795,enterprise,2024-12-05,,11198.2
1736,795,starter,2024-12-05,,419.12
1741,797,starter,2023-03-05,,501.1
1742,797,enterprise,2023-03-05,,11352.05
1743,798,growth,2024-09-03,2025-09-03,2037.6
1746,799,growth,2024-09-07,,2853.81
1747,800,enterprise,2023-03-30,,12881.82
1748,801,starter,2023-10-10,,465.65
1749,802,starter,2023-09-05,2024-09-04,506.2
1750,802,growth,2023-09-05,,2715.11
1751,802,growth,2023-09-05,2024-09-04,2294.86
1753,803,enterprise,2025-02-02,,12720.74
1754,803,growth,2025-02-02,,2421.55
1755,804,growth,2023-04-26,,2144.4
1756,804,starter,2023-04-26,2024-04-25,582.28
1757,804,growth,2023-04-26,,2124.03
1758,805,starter,2024-02-26,,414.88
1759,806,enterprise,2025-02-19,,14362.75
1761,807,starter,2025-03-10,,457.42
1762,807,growth,2025-03-10,2026-03-10,2308.93
1763,808,starter,2023-08-07,2024-08-06,556.99
1764,808,growth,2023-08-07,,2741.76
1767,811,starter,2023-12-13,2024-12-12,471.15
1768,811,enterprise,2023-12-13,,11208.71
1769,811,enterprise,2023-12-13,2024-12-12,11914.38
1772,812,growth,2023-10-19,2024-10-18,2848.05
1773,813,growth,2024-06-25,2025-06-25,2728.89
1775,813,starter,2024-06-25,2025-06-25,581.23
1776,814,enterprise,2024-12-26,2025-12-26,12659.51
1777,814,starter,2024-12-26,,524.72
1781,816,growth,2024-05-06,,2697.93
1782,816,starter,2024-05-06,,572.37
1783,817,growth,2024-09-01,2025-09-01,2335.98
1785,818,enterprise,2024-10-06,2025-10-06,13003.62
1788,819,growth,2025-03-03,,2937.03
1790,820,growth,2023-10-21,,2971.0
1791,820,starter,2023-10-21,2024-10-20,513.97
1792,820,growth,2023-10-21,,2250.48
1793,821,growth,2023-02-23,,2739.07
1796,823,growth,2023-12-14,,2775.38
1798,824,starter,2025-04-22,,570.89
1800,826,growth,2024-06-21,2025-06-21,2601.51
1801,826,growth,2024-06-21,2025-06-21,2545.6
1803,827,growth,2024-06-13,,2219.66
1804,827,growth,2024-06-13,,2917.46
1805,827,starter,2024-06-13,,514.8
1806,828,growth,2024-09-13,,2890.13
1807,828,growth,2024-09-13,,2519.2
1808,828,starter,2024-09-13,2025-09-13,570.6
1809,829,starter,2023-01-30,,511.65
1811,831,starter,2024-03-03,,514.22
1812,831,starter,2024-03-03,,593.33
1813,832,starter,2025-04-22,,491.57
1815,833,growth,2024-06-28,,2744.14
1816,833,growth,2024-06-28,,2354.26
1818,834,growth,2024-08-11,,2407.97
1819,834,growth,2024-08-11,,2014.15
1820,835,starter,2024-09-28,,440.0
1821,835,starter,2024-09-28,,513.05
1822,835,starter,2024-09-28,,424.79
1823,836,starter,2025-04-25,,510.37
1824,836,growth,2025-04-25,,2334.04
1825,836,starter,2025-04-25,2026-04-25,477.17
1827,837,growth,2025-02-18,,2237.51
1828,837,starter,2025-02-18,,462.36
1830,838,starter,2024-10-17,,497.95
1831,839,starter,2025-03-21,2026-03-21,460.34
1832,839,starter,2025-03-21,,448.57
1835,840,enterprise,2024-12-27,,11889.02
1836,841,starter,2024-01-04,,596.14
1838,841,starter,2024-01-04,,594.64
1839,842,growth,2024-08-30,,2905.55
1840,842,starter,2024-08-30,,458.34
1841,842,enterprise,2024-08-30,2025-08-30,11244.19
1842,843,growth,2025-03-26,2026-03-26,2440.09
1843,843,starter,2025-03-26,,554.5
1844,844,enterprise,2023-06-12,,12589.85
1845,844,growth,2023-06-12,2024-06-11,2886.46
1846,844,growth,2023-06-12,,2920.32
1851,846,starter,2023-03-22,,546.43
1852,847,growth,2023-02-26,2024-02-26,2062.3
1858,849,enterprise,2024-02-27,,10336.32
1860,850,starter,2025-01-25,,569.92
1864,852,starter,2023-06-05,,527.39
1865,853,starter,2024-10-05,,455.57
1866,853,growth,2024-10-05,,2127.19
1867,854,starter,2025-01-14,2026-01-14,444.16
1869,855,starter,2024-12-05,,595.67
1870,855,growth,2024-12-05,,2071.61
