customer_id,account_id,onboard_date,segment,status
737,2323,2025-02-02,Mid-Market,active
738,3937,2023-09-03,SMB,active
739,2930,2024-03-05,SMB,churned
740,874,2025-02-19,SMB,active
741,3510,2024-03-03,SMB,active
742,169,2025-02-17,SMB,active
743,3959,2023-04-15,Mid-Market,active
744,3791,2023-06-30,SMB,active
745,1004,2023-02-12,Mid-Market,active
746,557,2025-02-16,SMB,active
747,1678,2024-06-25,SMB,churned
748,2953,2024-01-16,Mid-Market,churned
749,2505,2023-04-20,Enterprise,active
750,2946,2025-03-11,Mid-Market,active
751,1765,2024-01-15,Mid-Market,churned
752,1545,2023-01-20,SMB,active
753,2440,2024-10-11,SMB,active
754,847,2024-06-04,SMB,active
755,2385,2023-11-04,SMB,active
756,488,2025-04-24,SMB,churned
757,1325,2024-01-12,Mid-Market,active
758,1518,2024-10-18,Mid-Market,active
759,2834,2025-04-06,SMB,active
760,3136,2023-12-15,SMB,churned
761,3898,2023-12-21,SMB,active
762,84,2023-02-21,SMB,active
763,2923,2023-01-22,Mid-Market,active
764,3561,2024-01-20,SMB,active
765,932,2023-07-19,SMB,active
766,1752,2024-06-19,Mid-Market,active
767,3695,2023-04-10,Enterprise,churned
768,727,2023-08-19,SMB,active
769,2159,2024-01-20,SMB,active
770,3996,2025-02-21,Mid-Market,active
771,567,2024-08-31,Mid-Market,active
772,2211,2025-02-12,Mid-Market,active
773,2911,2024-04-02,Mid-Market,active
774,2666,2023-02-08,SMB,active
775,1838,2025-04-21,SMB,active
776,2152,2024-11-23,SMB,active
777,1738,2023-05-02,SMB,active
778,2746,2024-11-20,Mid-Market,active
779,2256,2025-04-11,Enterprise,active
780,413,2024-10-17,Mid-Market,active
781,200,2024-01-20,SMB,active
782,1530,2025-04-18,SMB,active
783,3566,2023-09-27,SMB,churned
784,3272,2024-10-13,SMB,active
785,1948,2023-04-03,SMB,churned
786,2982,2024-05-20,Mid-Market,active
787,1547,2024-07-16,SMB,active
788,141,2025-02-09,SMB,active
789,1910,2023-12-10,SMB,churned
790,2161,2025-03-20,SMB,active
791,564,2023-09-22,SMB,active
792,2860,2024-05-07,SMB,active
793,2522,2025-01-24,Mid-Market,active
794,3154,2025-01-23,SMB,active
795,3176,2024-12-05,Mid-Market,active
796,2780,2023-10-02,SMB,active
797,2123,2023-03-05,SMB,active
798,1837,2024-09-03,SMB,active
799,3496,2024-09-07,Mid-Market,active
800,2031,2023-03-30,SMB,active
801,2977,2023-10-10,SMB,active
802,1228,2023-09-05,SMB,churned
803,886,2025-02-02,Enterprise,churned
804,3716,2023-04-26,SMB,active
805,1071,2024-02-26,SMB,active
806,605,2025-02-19,SMB,active
807,169,2025-03-10,SMB,active
808,324,2023-08-07,SMB,active
809,2363,2023-09-26,Mid-Market,active
810,1137,2023-04-15,SMB,churned
811,1449,2023-12-13,Mid-Market,active
812,3920,2023-10-19,Mid-Market,active
813,3848,2024-06-25,SMB,active
814,3941,2024-12-26,Mid-Market,active
815,2238,2023-07-14,Mid-Market,active
816,2539,2024-05-06,Mid-Market,active
817,1285,2024-09-01,Mid-Market,active
818,955,2024-10-06,SMB,active
819,1463,2025-03-03,Mid-Market,active
820,33,2023-10-21,SMB,active
821,2225,2023-02-23,Mid-Market,active
822,1504,2025-01-03,SMB,churned
823,2465,2023-12-14,Mid-Market,active
824,3610,2025-04-22,Mid-Market,active
825,3636,2023-08-12,SMB,active
826,3637,2024-06-21,SMB,active
827,3504,2024-06-13,SMB,active
828,3700,2024-09-13,Mid-Market,churned
829,3470,2023-01-30,Enterprise,churned
830,2359,2024-03-30,Mid-Market,active
831,2656,2024-03-03,SMB,active
832,2899,2025-04-22,Enterprise,active
833,834,2024-06-28,Mid-Market,churned
834,3953,2024-08-11,Mid-Market,active
835,1608,2024-09-28,SMB,churned
836,2900,2025-04-25,Mid-Market,active
837,1954,2025-02-18,SMB,active
838,986,2024-10-17,SMB,churned
839,2721,2025-03-21,SMB,active
840,2946,2024-12-27,Mid-Market,active
841,3196,2024-01-04,Mid-Market,active
842,1174,2024-08-30,Mid-Market,active
843,657,2025-03-26,SMB,active
844,1908,2023-06-12,SMB,active
845,1900,2024-08-17,SMB,active
846,797,2023-03-22,SMB,active
847,2484,2023-02-26,SMB,active
848,1903,2025-03-23,Mid-Market,active
849,158,2024-02-27,Mid-Market,active
850,3644,2025-01-25,Mid-Market,active
851,3027,2024-06-17,Mid-Market,active
852,1395,2023-06-05,Mid-Market,active
853,1623,2024-10-05,SMB,active
854,3481,2025-01-14,SMB,active
855,2331,2024-12-05,SMB,active
856,119,2024-10-02,Mid-Market,churned
857,3741,2024-02-03,SMB,active
858,1493,2024-12-17,SMB,active
859,2235,2025-02-12,SMB,churned
860,2119,2025-01-05,SMB,active
861,1315,2023-01-10,SMB,active
862,1421,2023-07-24,SMB,active
863,3822,2023-11-16,SMB,active
864,1310,2023-06-13,SMB,churned
865,2002,2024-08-04,Mid-Market,active
866,1882,2024-08-12,SMB,active
867,1833,2025-02-15,SMB,active
868,229,2024-01-22,Mid-Market,active
869,1470,2023-02-09,Mid-Market,active
870,613,2023-05-10,SMB,churned
871,213,2025-02-21,Mid-Market,churned
872,2909,2023-12-27,SMB,churned
873,114,2024-07-31,SMB,active
874,332,2023-09-19,SMB,churned
875,2381,2024-11-27,SMB,churned
876,2155,2024-06-02,Mid-Market,active
877,2586,2025-02-16,Mid-Market,active
878,1892,2023-10-25,Enterprise,churned
879,2093,2024-07-17,Enterprise,active
880,2685,2025-02-04,SMB,active
881,897,2023-12-31,Mid-Market,active
882,895,2024-07-06,SMB,active
883,3473,2023-01-26,Mid-Market,active
884,2768,2023-01-25,SMB,churned
885,3814,2023-06-11,SMB,active
886,124,2023-07-25,SMB,active
887,3547,2024-02-17,SMB,active
888,2938,2023-05-30,Enterprise,active
889,3730,2023-12-18,SMB,active
890,1370,2023-05-21,SMB,active
891,2666,2023-05-01,SMB,active
892,3127,2025-03-13,SMB,active
893,482,2023-10-06,SMB,active
894,417,2025-03-28,Mid-Market,churned
895,2604,2023-01-28,SMB,active
896,130,2024-09-07,Enterprise,churned
897,1818,2023-02-03,Mid-Market,active
898,2419,2024-11-12,SMB,active
899,3260,2023-09-20,SMB,active
900,2431,2025-03-16,SMB,active
901,3613,2023-02-15,SMB,churned
902,1726,2023-11-04,SMB,active
903,3125,2025-01-10,SMB,active
904,1702,2025-01-14,Mid-Market,active
905,87,2024-10-08,SMB,active
906,2247,2024-08-04,SMB,active
907,2106,2024-12-11,Mid-Market,churned
908,2983,2023-09-12,Enterprise,active
909,2339,2024-08-27,SMB,active
910,3186,2025-03-04,Enterprise,active
911,945,2023-10-07,SMB,active
912,838,2024-09-30,SMB,churned
913,458,2025-04-20,Mid-Market,churned
914,1187,2023-12-07,Enterprise,active
915,1722,2023-11-18,SMB,active
916,1670,2025-04-21,SMB,active
917,1865,2023-04-15,SMB,active
918,3069,2025-02-17,SMB,churned
919,1993,2023-06-13,SMB,active
920,2288,2023-09-07,SMB,active
921,1504,2023-10-18,SMB,active
922,925,2023-08-30,SMB,active
923,3340,2024-12-17,SMB,active
924,2347,2025-04-26,Mid-Market,active
925,3352,2023-04-19,SMB,active
926,1070,2024-08-15,Mid-Market,active
927,3320,2023-01-17,SMB,active
928,496,2025-02-25,SMB,churned
929,2776,2024-04-20,SMB,churned
930,3782,2024-08-30,SMB,active
931,2472,2024-03-16,SMB,churned
932,1825,2024-03-12,SMB,active
933,342,2023-04-27,Mid-Market,active
934,2380,2023-05-18,SMB,churned
935,2559,2023-05-18,SMB,active
936,2251,2024-12-08,SMB,active
937,3412,2023-01-28,SMB,active
938,2631,2023-08-13,Mid-Market,active
939,2232,2024-11-19,SMB,churned
940,2198,2024-04-24,SMB,active
941,960,2023-12-21,SMB,churned
942,3287,2023-01-21,SMB,churned
943,1809,2023-11-30,Enterprise,active
944,3944,2023-10-08,SMB,active
945,2578,2023-03-25,Mid-Market,active
946,1989,2024-11-27,SMB,active
947,2098,2023-04-18,Mid-Market,active
948,214,2023-03-09,Mid-Market,churned
949,3561,2023-12-06,SMB,active
950,2913,2024-06-18,Mid-Market,active
951,2518,2023-08-04,SMB,active
952,2496,2024-01-23,Mid-Market,active
953,164,2024-08-15,SMB,active
954,87,2024-09-16,SMB,active
955,2633,2025-03-04,SMB,active
956,141,2025-02-28,SMB,active
957,2595,2025-02-15,SMB,active
958,627,2024-12-27,Mid-Market,active
959,3262,2023-04-11,SMB,churned
960,2802,2024-02-13,SMB,active
961,2028,2025-01-30,SMB,active
962,3428,2024-12-15,SMB,active
963,603,2025-04-03,Mid-Market,active
964,1545,2023-05-04,SMB,churned
965,3276,2024-08-25,SMB,active
966,2042,2024-10-21,SMB,active
967,2220,2025-03-15,SMB,active
968,754,2023-03-13,Mid-Market,active
969,3146,2024-02-28,Mid-Market,active
970,2677,2024-01-05,SMB,churned
971,1435,2023-05-11,Mid-Market,active
972,745,2023-12-30,SMB,active
973,2481,2025-04-21,SMB,active
974,679,2025-02-06,Mid-Market,active
975,3029,2024-11-16,SMB,churned
976,1656,2024-07-03,SMB,churned
977,3418,2025-01-14,SMB,active
978,3830,2024-01-29,SMB,churned
979,1337,2025-04-06,SMB,active
980,2741,2024-06-16,Enterprise,active
981,3680,2024-08-07,SMB,active
982,389,2024-01-11,SMB,active
983,1171,2023-04-20,SMB,active
984,3850,2023-10-14,SMB,active
985,3019,2024-11-05,Mid-Market,active
986,3318,2025-02-22,Mid-Market,active
987,1534,2024-12-18,SMB,active
988,1509,2025-03-04,SMB,active
989,3839,2024-09-27,SMB,active
990,2598,2023-03-13,SMB,active
991,3996,2025-03-08,Mid-Market,active
992,3102,2024-11-09,SMB,active
993,454,2025-04-27,Mid-Market,active
994,273,2024-01-09,SMB,churned
995,3959,2023-04-07,Mid-Market,churned
996,1950,2023-04-27,SMB,active
997,3270,2023-09-06,Mid-Market,active
998,256,2025-04-09,SMB,active
999,627,2023-08-11,Mid-Market,active
1000,1082,2025-03-01,SMB,active
1001,1213,2024-01-29,SMB,churned
1002,3506,2024-01-04,Mid-Market,active
1003,2439,2024-03-16,Mid-Market,active
1004,3058,2025-03-09,Mid-Market,churned
1005,3210,2023-02-28,SMB,active
1006,2339,2024-09-16,SMB,active
1007,1736,2023-08-02,SMB,churned
1008,3434,2023-09-16,Mid-Market,active
1009,3631,2024-09-22,SMB,active
1010,3397,2025-01-24,SMB,churned
1011,2431,2025-03-05,SMB,active
1012,2233,2023-08-16,SMB,active
1013,3330,2025-04-19,SMB,active
1014,3930,2024-08-17,Mid-Market,active
1015,661,2024-07-28,SMB,active
1016,3701,2023-03-12,Mid-Market,active
1017,3472,2025-04-03,SMB,active
1018,808,2023-03-21,SMB,active
1019,3872,2023-04-20,SMB,active
1020,2876,2024-12-23,SMB,active
1021,3198,2023-04-27,SMB,active
1022,664,2023-09-13,SMB,active
1023,3116,2025-03-03,SMB,active
1024,3354,2024-12-19,Mid-Market,active
1025,3785,2024-09-11,Mid-Market,churned
1026,2771,2023-07-10,SMB,active
1027,1805,2024-01-23,SMB,active
1028,1128,2024-02-05,SMB,churned
1029,1160,2023-12-17,SMB,active
1030,3353,2025-01-18,SMB,active
1031,682,2023-10-14,SMB,active
1032,2190,2025-04-08,Mid-Market,active
1033,3952,2023-03-15,SMB,active
1034,3265,2023-10-26,Enterprise,active
1035,802,2023-04-09,Mid-Market,churned
1036,915,2023-03-10,SMB,active
1037,2062,2025-01-18,SMB,churned
1038,2299,2024-02-03,Enterprise,active
1039,110,2023-11-10,SMB,active
1040,1629,2025-01-11,SMB,active
1041,1925,2025-01-13,Mid-Market,active
1042,2297,2024-08-07,SMB,active
1043,2447,2023-03-18,Mid-Market,active
1044,3654,2025-01-25,Enterprise,active
1045,3725,2023-03-25,SMB,active
1046,2430,2024-10-05,Mid-Market,churned
1047,1099,2024-03-31,SMB,active
1048,1046,2024-05-25,SMB,active
1049,1521,2024-11-04,Mid-Market,active
1050,1015,2024-05-28,SMB,churned
1051,2586,2024-11-19,Mid-Market,active
1052,3449,2025-01-06,Enterprise,active
1053,2546,2025-03-30,SMB,active
1054,3787,2025-04-01,Mid-Market,active
1055,1295,2024-09-08,SMB,active
1056,372,2023-05-24,SMB,active
1057,287,2023-06-25,SMB,active
1058,1779,2023-04-15,SMB,churned
1059,3691,2024-11-24,SMB,active
1060,3921,2024-10-02,SMB,active
1061,1805,2024-10-21,SMB,active
1062,152,2023-08-08,SMB,active
1063,3529,2025-01-22,SMB,active
1064,2525,2024-03-09,Mid-Market,churned
1065,1019,2023-09-08,Mid-Market,active
1066,892,2024-05-21,SMB,active
1067,228,2023-04-18,SMB,active
1068,77,2024-05-01,SMB,active
1069,2282,2023-02-04,SMB,active
1070,1291,2024-07-03,SMB,active
1071,3075,2025-02-16,SMB,churned
1072,2100,2024-12-11,Enterprise,churned
1073,311,2023-05-08,Mid-Market,churned
1074,2154,2023-08-04,SMB,churned
1075,3770,2023-10-24,SMB,active
1076,3172,2023-04-02,SMB,active
1077,1858,2024-06-27,SMB,active
1078,2199,2024-05-30,SMB,active
1079,1543,2023-04-23,SMB,active
1080,2585,2025-03-02,SMB,churned
1081,912,2025-02-06,SMB,active
1082,1682,2024-11-19,SMB,active
1083,586,2024-12-22,SMB,active
1084,1121,2023-02-05,SMB,active
1085,2590,2024-04-20,Mid-Market,active
1086,3641,2023-09-25,Enterprise,churned
1087,2401,2024-01-07,Mid-Market,active
1088,2200,2023-03-04,SMB,active
1089,728,2024-08-18,Mid-Market,active
1090,1805,2024-08-10,SMB,active
1091,25,2024-02-03,Mid-Market,active
1092,833,2023-09-23,SMB,active
1093,1795,2024-05-28,SMB,active
1094,3154,2025-01-12,SMB,active
1095,942,2024-03-24,SMB,active
1096,2219,2025-01-12,SMB,active
1097,2634,2025-01-02,Mid-Market,active
1098,862,2024-03-05,SMB,active
1099,2184,2024-03-27,SMB,active
1100,2485,2023-01-22,SMB,active
1101,2295,2025-04-26,Enterprise,active
1102,2642,2024-04-23,SMB,active
1103,2656,2024-11-27,SMB,active
1104,3042,2023-02-18,SMB,active
1105,3839,2024-10-14,SMB,churned
1106,1453,2023-05-09,SMB,active
1107,2067,2024-09-25,SMB,active
1108,281,2024-09-02,SMB,active
1109,1078,2025-01-04,Mid-Market,active
1110,3464,2024-02-28,Enterprise,active
1111,2246,2023-08-19,SMB,active
1112,1632,2024-01-12,Mid-Market,active
1113,2522,2025-02-17,Mid-Market,active
1114,3389,2025-03-24,SMB,active
1115,2861,2023-03-09,Mid-Market,active
1116,1831,2024-07-20,SMB,active
1117,3472,2025-03-04,SMB,active
1118,2619,2025-03-09,SMB,active
1119,1801,2025-04-04,SMB,churned
1120,2626,2025-01-29,SMB,active
1121,2033,2024-07-21,SMB,active
1122,1725,2025-04-10,SMB,active
1123,3669,2024-10-26,SMB,churned
1124,121,2024-01-03,Mid-Market,churned
1125,2397,2024-04-13,SMB,active
1126,784,2025-03-03,SMB,active
1127,3244,2025-03-18,Mid-Market,churned
1128,932,2025-02-06,SMB,churned
1129,1379,2023-06-12,SMB,active
1130,1906,2024-02-03,SMB,churned
1131,3419,2025-02-18,SMB,churned
1132,1592,2023-02-08,SMB,active
1133,2259,2023-12-29,SMB,active
1134,2049,2024-03-18,SMB,active
1135,2615,2024-01-08,Mid-Market,active
1136,1153,2023-11-20,Enterprise,active
1137,1755,2023-12-11,SMB,active
1138,2935,2025-01-30,SMB,churned
1139,685,2023-04-19,SMB,active
1140,691,2024-08-15,SMB,active
1141,1290,2023-09-10,Mid-Market,active
1142,1843,2024-05-10,Mid-Market,active
1143,1296,2024-10-17,SMB,active
1144,1413,2024-03-07,Enterprise,active
1145,2642,2024-04-22,SMB,active
1146,672,2023-08-08,Mid-Market,active
1147,516,2024-02-26,Mid-Market,active
1148,2815,2025-03-17,SMB,active
1149,1618,2024-12-11,SMB,active
1150,746,2023-08-08,SMB,active
1151,2846,2023-03-20,SMB,active
1152,3451,2023-10-13,SMB,active
1153,1143,2023-12-02,SMB,active
1154,2161,2023-09-21,SMB,active
1155,967,2024-06-02,SMB,active
1156,2429,2025-03-02,SMB,active
1157,1921,2023-10-16,Mid-Market,active
1158,433,2025-01-09,SMB,active
1159,3341,2024-01-22,SMB,active
1160,1195,2025-01-07,Mid-Market,active
1161,978,2024-03-18,SMB,active
1162,3102,2024-09-11,SMB,active
1163,3162,2024-12-06,Mid-Market,churned
1164,1919,2023-09-14,SMB,active
1165,3426,2024-09-29,Mid-Market,active
1166,2977,2023-11-10,SMB,active
1167,1307,2023-02-06,SMB,active
1168,3582,2024-05-26,SMB,active
1169,3425,2023-04-25,SMB,active
1170,3029,2024-02-19,SMB,active
1171,3089,2025-02-15,SMB,active
1172,3589,2023-06-19,SMB,active
1173,28,2023-04-28,Enterprise,active
1174,3761,2025-02-28,Mid-Market,churned
1175,3619,2024-06-25,SMB,active
1176,58,2023-08-04,SMB,active
1177,1714,2023-02-21,SMB,active
1178,3554,2024-02-13,SMB,active
1179,2763,2023-06-14,Enterprise,active
1180,2040,2024-05-19,Mid-Market,active
1181,426,2023-09-16,Mid-Market,active
1182,3100,2023-03-31,SMB,active
1183,900,2023-11-04,Mid-Market,churned
1184,3403,2023-12-21,SMB,active
1185,1978,2024-07-30,SMB,active
1186,1774,2023-07-10,SMB,active
1187,2472,2024-04-30,SMB,active
1188,203,2023-03-20,SMB,active
1189,3999,2025-03-07,Mid-Market,active
1190,2719,2023-05-02,Mid-Market,active
1191,3666,2023-11-12,SMB,churned
1192,3312,2024-08-22,SMB,active
1193,3593,2025-04-09,SMB,active
1194,2909,2023-10-02,SMB,churned
1195,2969,2023-03-12,Mid-Market,active
1196,3905,2024-06-02,Mid-Market,active
1197,3178,2024-11-30,Mid-Market,active
1198,2856,2024-10-26,SMB,active
1199,1885,2023-02-28,SMB,active
1200,2972,2024-02-14,Mid-Market,active
1201,3458,2025-01-27,SMB,active
1202,3077,2023-12-09,Mid-Market,active
1203,894,2025-01-07,Mid-Market,active
1204,3092,2024-06-19,SMB,active
1205,2827,2025-01-12,Mid-Market,active
1206,2454,2023-04-08,SMB,active
1207,1738,2023-05-18,SMB,active
1208,1799,2025-03-23,Mid-Market,active
1209,1843,2024-05-30,Mid-Market,active
1210,1571,2025-01-19,SMB,active
1211,2715,2025-01-01,Mid-Market,churned
1212,3876,2024-10-16,SMB,active
1213,2333,2024-10-24,Mid-Market,active
1214,2658,2024-09-15,SMB,active
1215,843,2025-02-17,SMB,active
1216,1823,2023-07-27,SMB,active
1217,3275,2025-01-09,SMB,active
1218,883,2023-02-27,SMB,active
1219,1603,2024-11-24,SMB,active
1220,1241,2024-12-20,SMB,active
1221,1536,2024-03-06,Enterprise,churned
1222,3445,2024-11-30,SMB,active
1223,1202,2024-11-01,SMB,active
1224,3799,2025-03-08,SMB,churned
1225,1517,2023-06-22,SMB,active
1226,2572,2025-03-31,SMB,churned
1227,3184,2023-09-04,Mid-Market,active
1228,899,2023-04-02,Enterprise,active
1229,1354,2023-10-24,SMB,active
1230,3690,2024-06-24,SMB,active
1231,1654,2023-03-10,SMB,active
1232,3500,2025-03-23,Enterprise,churned
1233,178,2024-10-12,Enterprise,active
1234,1728,2024-06-11,SMB,active
1235,1534,2024-12-30,SMB,active
1236,3588,2025-02-10,SMB,active
1237,419,2024-01-15,SMB,active
1238,1947,2024-03-30,SMB,active
1239,3664,2025-01-11,SMB,active
1240,3358,2024-01-10,SMB,active
1241,2667,2025-02-12,Mid-Market,active
1242,434,2025-02-22,SMB,churned
1243,2049,2024-08-04,SMB,active
1244,3109,2025-03-29,SMB,active
1245,2256,2025-01-13,Enterprise,active
1246,2616,2023-08-20,SMB,active
1247,3528,2023-08-29,SMB,active
1248,2527,2023-12-02,SMB,active
1249,3233,2024-03-15,Mid-Market,active
1250,3364,2023-11-18,SMB,active
1251,1791,2024-08-22,SMB,active
1252,301,2024-11-29,SMB,active
1253,2014,2023-08-05,Mid-Market,active
1254,970,2024-12-22,SMB,active
1255,1005,2025-03-22,SMB,active
1256,3410,2024-05-17,Mid-Market,active
1257,3658,2023-12-14,SMB,active
1258,3715,2024-08-15,Mid-Market,active
1259,3206,2024-02-24,Enterprise,active
1260,3761,2025-04-18,Mid-Market,active
1261,3593,2025-02-03,SMB,active
1262,1605,2023-11-22,Mid-Market,active
1263,3651,2024-06-24,SMB,active
1264,587,2025-01-06,Mid-Market,active
1265,3237,2025-04-23,SMB,active
1266,1206,2024-07-23,Enterprise,active
1267,553,2023-12-24,SMB,active
1268,2136,2025-03-15,SMB,active
1269,2306,2023-05-27,SMB,active
1270,10,2023-12-01,SMB,active
1271,2817,2024-05-25,Mid-Market,active
1272,2802,2024-04-23,SMB,active
1273,1822,2023-07-23,Mid-Market,active
1274,1628,2023-11-24,Mid-Market,active
1275,2347,2025-01-25,Mid-Market,active
1276,422,2025-03-11,Mid-Market,active
1277,2526,2023-02-19,Mid-Market,churned
1278,3412,2023-01-13,SMB,active
1279,1222,2023-05-25,SMB,active
1280,2347,2025-04-25,Mid-Market,active
1281,3330,2025-02-19,SMB,churned
1282,1756,2023-02-11,SMB,churned
1283,1179,2025-04-06,SMB,active
1284,1295,2024-11-22,SMB,active
1285,3406,2025-02-20,SMB,active
1286,25,2023-11-26,Mid-Market,active
1287,1398,2024-06-28,SMB,active
1288,1552,2023-11-26,SMB,active
1289,3791,2023-06-18,SMB,active
1290,3553,2024-01-28,SMB,churned
1291,2729,2023-07-21,SMB,active
1292,1361,2024-10-22,Enterprise,churned
1293,2316,2023-10-04,SMB,active
1294,3730,2023-10-22,SMB,churned
1295,314,2025-04-04,SMB,active
1296,764,2025-02-12,Mid-Market,active
1297,668,2023-12-12,Mid-Market,active
1298,292,2025-02-17,Mid-Market,active
1299,2767,2023-05-10,SMB,active
1300,2571,2023-06-20,Mid-Market,active
1301,494,2023-04-04,Enterprise,active
1302,890,2025-01-29,SMB,active
1303,3886,2025-03-18,SMB,active
1304,3426,2024-07-23,Mid-Market,active
1305,2179,2025-04-02,SMB,active
1306,3332,2025-02-22,Enterprise,active
1307,3844,2025-04-06,SMB,active
1308,544,2024-12-16,SMB,active
1309,391,2023-08-29,SMB,active
1310,1038,2024-06-04,Mid-Market,active
1311,2877,2024-09-23,SMB,active
1312,3653,2023-03-04,Mid-Market,active
1313,1172,2024-08-16,SMB,active
1314,1070,2024-08-22,Mid-Market,active
1315,857,2023-07-12,SMB,active
1316,3887,2023-05-11,SMB,active
1317,3783,2023-08-18,SMB,active
1318,511,2023-12-08,SMB,active
1319,1914,2025-03-31,Mid-Market,churned
1320,1472,2023-03-02,Mid-Market,active
1321,1295,2024-11-11,SMB,churned
1322,3297,2024-01-09,Mid-Market,active
1323,1685,2024-09-27,SMB,churned
1324,400,2023-12-13,SMB,active
1325,3582,2024-04-14,SMB,churned
1326,3030,2023-09-22,SMB,churned
1327,3237,2025-02-22,SMB,active
1328,2202,2023-05-18,SMB,active
1329,2414,2024-06-16,SMB,churned
1330,3394,2024-05-21,Mid-Market,active
1331,1991,2025-04-06,SMB,active
1332,2351,2025-01-15,SMB,active
1333,2334,2024-09-05,SMB,churned
1334,3674,2023-09-25,SMB,active
1335,2401,2024-03-12,Mid-Market,active
1336,3814,2023-07-02,SMB,active
1337,458,2025-03-13,Mid-Market,active
1338,1815,2024-04-19,Enterprise,active
1339,1925,2025-03-31,Mid-Market,active
1340,281,2024-10-01,SMB,active
1341,2727,2023-02-14,Mid-Market,active
1342,1597,2023-04-03,Mid-Market,churned
1343,246,2023-04-27,SMB,active
1344,3874,2023-02-09,SMB,churned
1345,3112,2023-11-09,SMB,active
1346,3376,2024-10-11,SMB,active
1347,3203,2023-05-29,SMB,active
1348,1222,2023-09-09,SMB,active
1349,3957,2023-03-18,Mid-Market,active
1350,700,2024-12-13,Enterprise,active
1351,1385,2025-02-23,SMB,active
1352,1327,2024-02-16,Mid-Market,active
1353,663,2023-11-17,SMB,churned
1354,1313,2025-02-20,SMB,active
1355,3290,2024-03-16,Mid-Market,active
1356,977,2024-09-12,SMB,active
1357,1569,2025-01-31,Mid-Market,active
1358,559,2023-03-12,SMB,active
1359,1707,2024-11-28,Mid-Market,active
1360,1663,2023-09-17,Mid-Market,active
1361,2490,2023-06-23,SMB,active
1362,964,2025-02-15,SMB,active
1363,1027,2024-09-09,Mid-Market,active
1364,3671,2025-04-24,Mid-Market,active
1365,3285,2023-12-29,Mid-Market,active
1366,1365,2023-02-16,SMB,active
1367,1268,2023-12-10,SMB,active
1368,828,2024-12-18,SMB,active
1369,169,2023-03-21,SMB,churned
1370,3763,2023-04-14,Mid-Market,active
1371,592,2025-03-31,SMB,active
1372,2062,2023-08-31,SMB,active
1373,2949,2023-06-30,SMB,active
1374,1131,2024-02-29,Mid-Market,active
1375,644,2024-05-25,SMB,active
1376,2110,2023-07-16,SMB,active
1377,1013,2023-02-01,SMB,active
1378,571,2024-02-18,SMB,active
1379,418,2025-03-17,SMB,active
1380,1190,2024-08-06,SMB,active
1381,967,2024-07-27,SMB,active
1382,2800,2024-04-23,SMB,churned
1383,841,2024-04-26,SMB,churned
1384,1077,2024-01-28,Mid-Market,active
1385,767,2023-09-23,SMB,active
1386,2012,2025-01-18,SMB,churned
1387,3962,2025-04-16,SMB,active
1388,621,2023-03-27,SMB,active
1389,477,2025-04-15,SMB,active
1390,3945,2023-03-12,Mid-Market,active
1391,953,2024-04-27,Mid-Market,active
1392,361,2025-04-05,SMB,churned
1393,2363,2023-09-10,Mid-Market,active
1394,165,2025-01-30,SMB,active
1395,916,2025-01-06,Mid-Market,active
1396,1286,2023-03-08,SMB,active
1397,2487,2025-02-19,SMB,active
1398,469,2024-12-02,Mid-Market,active
1399,1153,2023-10-07,Enterprise,active
1400,917,2024-09-11,SMB,active
1401,1634,2024-03-15,SMB,active
1402,339,2023-08-23,SMB,churned
1403,2955,2025-04-01,SMB,active
1404,530,2024-02-11,Mid-Market,active
1405,2708,2024-11-06,SMB,active
1406,3041,2024-01-29,Enterprise,active
1407,1487,2024-10-09,Mid-Market,active
1408,352,2025-02-12,Enterprise,active
1409,46,2023-03-24,Mid-Market,active
1410,958,2023-02-12,SMB,active
1411,3213,2025-01-26,Enterprise,churned
1412,3897,2025-03-08,SMB,active
1413,2796,2024-06-12,SMB,active
1414,1099,2024-08-25,SMB,active
1415,282,2023-04-07,SMB,active
1416,3565,2025-03-09,Mid-Market,active
1417,2482,2025-03-14,SMB,churned
1418,1638,2023-05-23,SMB,churned
1419,2295,2025-01-22,Enterprise,active
1420,2647,2025-02-01,Enterprise,churned
1421,70,2023-09-16,SMB,active
1422,1310,2023-03-17,SMB,active
1423,1582,2024-06-13,SMB,active
1424,3067,2025-03-09,Mid-Market,active
1425,1213,2024-02-26,SMB,active
1426,1017,2023-10-21,SMB,active
1427,1370,2025-02-17,SMB,active
1428,3165,2023-09-21,SMB,active
1429,311,2023-05-21,Mid-Market,active
1430,3256,2024-08-16,SMB,active
1431,1068,2023-06-04,SMB,active
1432,1853,2025-03-19,Mid-Market,churned
1433,3077,2024-04-08,Mid-Market,active
1434,640,2023-12-21,Mid-Market,active
1435,2890,2024-07-13,Mid-Market,active
1436,1282,2023-07-28,SMB,active
1437,2644,2023-09-05,Mid-Market,churned
1438,679,2024-11-17,Mid-Market,active
1439,2730,2023-04-22,SMB,active
1440,2513,2023-10-27,SMB,active
1441,610,2023-09-08,Mid-Market,active
1442,1282,2023-07-14,SMB,churned
1443,1023,2023-02-02,Mid-Market,churned
1444,2540,2024-10-20,Mid-Market,active
1445,3746,2023-12-14,Mid-Market,active
1446,1083,2023-12-29,Mid-Market,churned
1447,941,2023-12-04,SMB,active
1448,1159,2023-10-03,Enterprise,active
1449,2842,2023-04-01,Mid-Market,active
1450,2554,2024-04-19,Mid-Market,active
