opportunity_id,account_id,contact_id,sales_rep_id,created_at,amount,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason
3507,2175,5248,34,2023-01-06,74248,3,Proposal,Best Case,2023-01-10,open,,
3508,2175,5246,34,2023-01-01,56429,5,Closed,Commit,2023-01-10,lost,2023-04-06,timing
3509,2175,5246,34,2023-01-10,98053,3,Proposal,Best Case,2023-01-07,open,,
3512,2841,5255,13,2023-01-06,450929,2,Demo,Best Case,2023-01-03,open,,
3525,3411,5272,36,2023-01-03,5621,3,Proposal,Commit,2023-02-25,open,,
3526,3411,5271,36,2023-01-06,15031,5,Closed,Omit,2023-01-09,won,2023-02-01,
3540,2730,5295,36,2023-01-11,8342,5,Closed,Best Case,2023-01-04,won,2023-04-22,
3541,2730,5295,36,2023-01-01,16810,5,Closed,Best Case,2023-01-04,won,2023-03-17,
3555,2550,5320,39,2023-01-04,18804,2,Demo,Commit,2023-02-05,open,,
3556,2550,5318,39,2023-01-10,6220,5,Closed,Omit,2023-01-11,lost,2023-05-09,no_budget
3563,1210,5338,8,2023-01-08,21189,2,Demo,Commit,2023-01-11,open,,
3564,3484,5341,22,2023-01-08,20820,5,Closed,Omit,2023-01-04,won,2023-04-19,
3565,3484,5342,22,2023-01-07,21502,1,Discovery,Omit,2023-01-04,open,,
3572,799,5356,34,2023-01-04,20357,3,Proposal,Commit,2023-01-01,open,,
3573,799,5358,34,2023-01-07,20073,2,Demo,Best Case,2023-01-03,open,,
3574,1441,5359,10,2023-01-04,11787,5,Closed,Omit,2023-01-23,won,2023-03-13,
3575,1441,5359,10,2023-01-11,16461,3,Proposal,Omit,2023-01-11,open,,
3577,2979,5363,8,2023-01-01,56575,5,Closed,Best Case,2023-01-11,won,2023-01-08,
3578,2979,5363,8,2023-01-06,41704,2,Demo,Best Case,2023-01-04,open,,
3579,2979,5363,8,2023-01-01,30760,5,Closed,Omit,2023-01-03,won,2023-01-17,
3588,3791,5378,50,2023-03-26,5363,3,Proposal,Omit,2023-01-08,open,,
3589,3791,5378,50,2023-03-23,17270,5,Closed,Best Case,2023-02-08,won,2023-06-18,
3590,3791,5378,50,2023-03-26,10420,5,Closed,Commit,2023-01-08,lost,2023-05-08,timing
3591,3791,5378,50,2023-03-22,12201,5,Closed,Commit,2023-01-11,won,2023-06-30,
3601,1348,5398,34,2023-01-02,16236,2,Demo,Commit,2023-01-04,open,,
3611,3701,5422,19,2023-01-16,92470,5,Closed,Omit,2023-01-07,won,2023-03-12,
3612,3701,5422,19,2023-01-22,53514,1,Discovery,Omit,2023-01-04,open,,
3613,3701,5422,19,2023-01-21,54952,5,Closed,Omit,2023-03-27,won,2023-04-12,
3622,915,5434,19,2023-01-05,11825,5,Closed,Best Case,2023-03-28,won,2023-03-10,
3628,3916,5447,50,2023-02-21,20265,2,Demo,Best Case,2023-01-01,open,,
3637,1652,,33,2023-01-01,59426,5,Closed,Commit,2023-01-08,lost,2023-03-11,feature_gap
3638,1125,5468,32,2023-01-04,83035,2,Demo,Omit,2023-01-04,open,,
3639,1125,5468,32,2023-01-10,76837,5,Closed,Commit,2023-01-05,won,2023-03-01,
3640,1125,5468,32,2023-01-03,73381,3,Proposal,Commit,2023-01-04,open,,
3641,65,5469,1,2023-01-05,11898,2,Demo,Best Case,2023-01-02,open,,
3654,2528,5486,23,2023-01-03,12135,1,Discovery,Best Case,2020-01-01,open,,
3655,2528,5485,23,2023-01-03,19136,5,Closed,Omit,2023-01-05,lost,2023-03-24,no_budget
3663,244,5494,17,2023-01-01,17262,0,Qualification,Best Case,2023-01-06,open,,
3664,244,5494,17,2023-01-03,13033,0,Qualification,Best Case,2023-01-10,open,,
3665,244,5494,17,2023-01-04,17560,2,Demo,Commit,2020-01-01,open,,
3666,3454,5496,43,2023-03-21,17558,1,Discovery,Omit,2023-01-03,open,,
3673,696,5509,35,2023-03-20,89347,5,Closed,Best Case,2023-02-22,won,2023-03-28,
3674,1829,5511,34,2023-01-13,39876,5,Closed,Omit,2023-02-10,lost,2023-02-23,no_budget
3689,630,5539,4,2023-01-06,15847,5,Closed,Commit,2023-01-04,lost,2023-03-28,no_budget
3690,630,5538,4,2023-01-04,15056,5,Closed,Commit,2023-01-07,won,2023-01-31,
3693,2966,5548,25,2023-01-16,65854,3,Proposal,Commit,2023-03-05,open,,
3694,2966,5548,25,2023-01-11,44533,4,Negotiation,Commit,2023-01-05,open,,
3704,1950,5570,39,2023-01-03,8609,5,Closed,Best Case,2023-01-07,won,2023-04-27,
3713,3436,5578,31,2023-01-02,79433,3,Proposal,Omit,2023-01-02,open,,
3714,3436,5579,31,2023-01-01,70153,5,Closed,Commit,2023-01-09,won,2023-02-24,
3715,3436,5578,31,2023-01-09,72302,5,Closed,Omit,2023-03-24,won,2023-01-19,
3717,3001,5584,5,2023-01-15,13134,5,Closed,Commit,2023-01-28,won,2023-01-25,
3718,3001,5584,5,2023-01-15,8657,2,Demo,Commit,2023-01-07,open,,
3729,1587,5604,11,2023-01-22,14363,1,Discovery,Best Case,2023-01-10,open,,
3730,1587,5603,11,2023-01-25,11193,3,Proposal,Commit,2020-01-01,open,,
3731,342,5605,20,2023-01-05,94872,5,Closed,Omit,2023-03-25,won,2023-03-22,
3732,342,5606,20,2023-01-03,81046,5,Closed,Commit,2023-01-07,won,2023-04-27,
3738,2521,5615,34,2023-01-07,16365,5,Closed,Commit,2023-01-05,won,2023-03-31,
3747,3150,5626,34,2023-03-25,77383,5,Closed,Commit,2023-03-18,won,2023-04-28,
3748,268,5630,34,2023-02-10,21073,5,Closed,Commit,2023-02-21,won,2023-06-05,
3770,26,5659,50,2023-01-01,8925,5,Closed,Commit,2023-01-29,won,2023-04-15,
3771,26,5659,50,2023-01-03,19867,5,Closed,Omit,2023-01-10,won,2023-05-02,
3772,26,5658,50,2023-01-01,6422,5,Closed,Omit,2023-01-10,won,2023-01-16,
3776,3320,5669,7,2023-01-10,12237,5,Closed,Best Case,2023-01-03,won,2023-01-17,
3793,1223,5694,33,2023-01-03,130797,5,Closed,Omit,2023-01-07,won,2023-03-18,
3794,1223,5694,33,2023-01-09,274915,2,Demo,Commit,2023-03-25,open,,
3796,1597,5698,12,2023-02-12,30369,2,Demo,Commit,2023-01-11,open,,
3797,1597,5698,12,2023-02-14,66472,5,Closed,Best Case,2023-03-12,won,2023-04-03,
3798,808,5699,12,2023-02-28,18985,5,Closed,Best Case,2020-01-01,lost,2023-05-07,timing
3799,808,,12,2023-02-25,14145,5,Closed,Commit,2023-01-02,won,2023-03-21,
3800,808,5700,12,2023-03-02,24171,2,Demo,Omit,2023-03-28,open,,
3804,1059,5706,10,2023-01-24,55306,2,Demo,Commit,2023-01-06,open,,
3814,2245,5725,26,2023-01-07,74141,3,Proposal,Commit,2023-01-02,open,,
3815,2245,,26,2023-01-06,32989,1,Discovery,Commit,2023-01-01,open,,
3816,2245,5725,26,2023-01-02,69252,3,Proposal,Best Case,2023-02-23,open,,
3823,3474,5740,32,2023-01-01,6966,2,Demo,Commit,2023-01-09,open,,
3831,3088,5759,39,2023-03-07,179660,3,Proposal,Omit,2023-01-07,open,,
3833,2200,5764,10,2023-01-11,21515,4,Negotiation,Omit,2023-01-27,open,,
3834,2200,5764,10,2023-01-08,23125,5,Closed,Omit,2023-01-06,won,2023-03-04,
3835,2200,5763,10,2023-01-02,22790,2,Demo,Best Case,2023-03-04,open,,
3840,1862,5772,30,2023-01-10,467770,5,Closed,Best Case,2023-03-28,won,2023-02-02,
3841,1862,5772,30,2023-01-06,250093,3,Proposal,Best Case,2023-01-04,open,,
3842,685,5775,15,2023-01-05,16246,5,Closed,Best Case,2023-01-11,won,2023-04-19,
3843,685,5774,15,2023-01-05,21727,5,Closed,Best Case,2020-01-01,lost,2023-01-24,no_decision
3844,685,5775,15,2023-01-02,16900,3,Proposal,Best Case,2023-01-04,open,,
3845,685,5775,15,2023-01-06,24732,3,Proposal,Best Case,2023-03-23,open,,
3846,685,5775,15,2023-01-02,13217,5,Closed,Omit,2023-01-10,lost,2023-02-16,no_decision
3890,2537,5837,11,2023-01-01,40170,3,Proposal,Commit,2023-01-05,open,,
3901,2291,5858,31,2023-01-10,21713,2,Demo,Omit,2023-01-04,open,,
3902,2291,5860,31,2023-01-05,22208,3,Proposal,Best Case,2023-01-15,open,,
3932,1513,5901,16,2023-01-12,43705,2,Demo,Omit,2023-01-09,open,,
3933,1513,5902,16,2023-01-06,59294,1,Discovery,Omit,2023-01-27,open,,
3934,1513,5903,16,2023-01-10,59125,0,Qualification,Best Case,2023-01-05,open,,
3935,1513,5901,16,2023-01-09,75676,5,Closed,Best Case,2023-01-09,lost,2023-05-06,no_decision
3939,321,5907,9,2023-01-11,20546,5,Closed,Commit,2023-01-10,lost,2023-02-17,no_decision
3940,321,5905,9,2023-01-07,9776,1,Discovery,Best Case,2023-01-08,open,,
3941,1834,5910,14,2023-01-05,35162,5,Closed,Best Case,2023-02-01,won,2023-02-18,
3942,1013,5913,8,2023-01-10,13314,3,Proposal,Best Case,2023-02-04,open,,
3943,1013,5914,8,2023-01-01,6945,5,Closed,Best Case,2023-01-11,won,2023-02-01,
3947,3398,5918,13,2023-01-06,52068,5,Closed,Commit,2023-01-27,won,2023-02-21,
3949,3106,5922,3,2023-01-07,11289,4,Negotiation,Commit,2023-03-29,open,,
3953,3892,5925,21,2023-01-10,17797,5,Closed,Commit,2023-02-08,won,2023-04-24,
3954,1349,5928,18,2023-01-09,15869,3,Proposal,Best Case,2023-01-02,open,,
3958,1254,5940,39,2023-01-06,366438,1,Discovery,Best Case,2023-01-06,open,,
3959,1254,5940,39,2023-01-01,352517,5,Closed,Omit,2023-01-03,won,2023-04-25,
3960,1254,5940,39,2023-01-08,152025,2,Demo,Best Case,2023-01-10,open,,
3961,1254,5940,39,2023-01-05,394924,5,Closed,Omit,2020-01-01,won,2023-03-20,
3962,202,5942,48,2023-01-04,15419,2,Demo,Best Case,2023-03-23,open,,
3967,3194,5956,9,2023-01-03,11766,1,Discovery,Best Case,2023-03-01,open,,
3986,1814,5987,20,2023-01-06,46069,5,Closed,Omit,2023-01-03,lost,2023-03-23,feature_gap
4014,734,6042,35,2023-01-08,163758,5,Closed,Commit,2023-01-07,lost,2023-03-31,no_decision
4015,734,6042,35,2023-01-08,467099,5,Closed,Omit,2023-01-06,lost,2023-04-21,feature_gap
4025,388,6062,2,2023-01-01,12817,3,Proposal,Best Case,2023-03-13,open,,
4026,388,6063,2,2023-01-02,24690,3,Proposal,Omit,2023-01-03,open,,
4075,218,6144,9,2023-01-10,44424,3,Proposal,Commit,2023-03-24,open,,
4076,218,6142,9,2023-01-08,78619,5,Closed,Omit,2023-01-15,won,2023-02-05,
4081,3208,6153,19,2023-01-26,27204,2,Demo,Omit,2020-01-01,open,,
4092,3048,6176,10,2023-01-07,63722,1,Discovery,Commit,2023-02-01,open,,
4107,899,6196,23,2023-01-13,190757,5,Closed,Commit,2020-01-01,won,2023-04-02,
4108,899,6196,23,2023-01-06,491415,5,Closed,Omit,2023-01-08,lost,2023-05-02,no_decision
4109,899,6196,23,2023-01-09,230594,2,Demo,Commit,2023-01-03,open,,
4110,899,6196,23,2023-01-14,408189,5,Closed,Commit,2023-02-10,won,2023-05-11,
4111,899,6196,23,2023-01-08,414822,3,Proposal,Best Case,2023-02-04,open,,
4137,2128,6253,27,2023-03-30,12037,3,Proposal,Omit,2020-01-01,open,,
4139,2128,6253,27,2023-03-28,6031,2,Demo,Best Case,2023-03-29,open,,
4140,2128,6253,27,2023-03-31,24695,0,Qualification,Best Case,2023-03-22,open,,
4141,1778,6255,1,2023-01-11,27081,2,Demo,Best Case,2023-01-05,open,,
4149,3750,6267,7,2023-01-06,9879,5,Closed,Best Case,2023-01-10,won,2023-02-26,
4150,3750,6267,7,2023-01-03,9276,5,Closed,Omit,2023-01-02,lost,2023-02-10,feature_gap
4151,3750,6266,7,2023-01-11,21808,1,Discovery,Omit,2023-01-01,open,,
4156,414,6285,37,2023-01-11,24541,2,Demo,Omit,2023-01-04,open,,
4157,414,6284,37,2023-01-09,9501,3,Proposal,Best Case,2020-01-01,open,,
4158,3476,6287,31,2023-01-06,54011,1,Discovery,Omit,2023-01-20,open,,
4181,1779,6314,24,2023-01-07,6142,3,Proposal,Commit,2020-01-01,open,,
4182,1779,6315,24,2023-01-08,9274,2,Demo,Commit,2023-03-23,open,,
4183,1779,6314,24,2023-01-03,5913,3,Proposal,Best Case,2023-01-02,open,,
4184,1779,6315,24,2023-01-01,24380,5,Closed,Best Case,2023-01-05,won,2023-04-15,
4185,1928,6316,19,2023-01-04,303565,5,Closed,Omit,2023-01-04,won,2023-03-27,
4208,3712,6365,27,2023-01-02,51551,3,Proposal,Commit,2023-01-05,open,,
4209,2861,6369,42,2023-01-11,79163,5,Closed,Omit,2023-02-05,won,2023-03-09,
4210,2861,6369,42,2023-01-04,74444,5,Closed,Commit,2023-01-07,lost,2023-02-20,no_budget
4213,2740,6374,12,2023-01-05,7108,5,Closed,Best Case,2023-01-01,won,2023-02-14,
4218,72,6379,44,2023-01-08,24142,4,Negotiation,Omit,2023-03-16,open,,
4219,1638,6382,26,2023-03-12,22402,0,Qualification,Omit,2023-01-02,open,,
4220,1638,6382,26,2023-03-20,10340,3,Proposal,Best Case,2023-01-03,open,,
4221,1638,6381,26,2023-03-12,10056,5,Closed,Best Case,2023-01-08,won,2023-05-23,
4222,1638,6380,26,2023-03-17,22117,1,Discovery,Omit,2023-02-25,open,,
4223,1638,6380,26,2023-03-15,24902,3,Proposal,Best Case,2023-02-04,open,,
4225,1133,6389,13,2023-01-02,23735,5,Closed,Commit,2023-01-06,lost,2023-04-18,no_budget
4226,1133,6388,13,2023-01-06,12212,4,Negotiation,Best Case,2023-01-06,open,,
4233,651,6396,42,2023-01-08,6957,5,Closed,Omit,2023-01-03,lost,2023-05-07,no_budget
4248,596,6415,35,2023-01-29,16247,3,Proposal,Omit,2023-01-02,open,,
4265,3997,6435,9,2023-01-03,17410,5,Closed,Commit,2023-01-01,won,2023-04-04,
4267,3828,6439,36,2023-02-08,6029,5,Closed,Best Case,2023-01-01,won,2023-03-09,
4268,1607,6440,32,2023-03-21,9577,5,Closed,Commit,2023-01-06,won,2023-05-08,
4285,484,6470,36,2023-01-17,279635,3,Proposal,Commit,2020-01-01,open,,
4286,484,6472,36,2023-01-17,460796,2,Demo,Commit,2023-01-04,open,,
4296,634,6488,46,2023-03-15,52834,2,Demo,Best Case,2023-02-05,open,,
4297,634,6489,46,2023-03-16,33675,5,Closed,Omit,2023-01-12,won,2023-04-21,
4298,634,6489,46,2023-03-07,29596,3,Proposal,Commit,2023-01-12,open,,
4310,1451,6505,31,2023-01-08,90295,3,Proposal,Best Case,2023-01-02,open,,
4311,1451,6505,31,2023-01-05,69571,2,Demo,Omit,2023-01-02,open,,
4312,1451,6506,31,2023-01-08,74986,5,Closed,Omit,2020-01-01,won,2023-04-21,
4314,2447,6510,30,2023-01-08,55375,3,Proposal,Best Case,2023-01-28,open,,
4315,2447,6511,30,2023-01-07,75525,5,Closed,Best Case,2023-01-06,won,2023-03-18,
4316,1137,6512,37,2023-01-08,18080,5,Closed,Omit,2023-03-23,won,2023-04-15,
4333,595,6531,43,2023-01-11,417859,1,Discovery,Best Case,2023-01-10,open,,
4340,1297,6540,21,2023-03-13,15513,4,Negotiation,Omit,2023-01-08,open,,
4341,1297,6540,21,2023-03-15,6884,5,Closed,Best Case,2023-01-07,won,2023-07-06,
4342,3853,6544,12,2023-02-04,24786,2,Demo,Best Case,2023-03-24,open,,
4343,3853,6544,12,2023-02-06,18960,2,Demo,Commit,2023-01-01,open,,
4344,2123,6545,13,2023-01-04,8687,5,Closed,Omit,2023-01-11,won,2023-03-05,
4345,2805,6547,35,2023-03-11,17302,5,Closed,Commit,2023-01-07,lost,2023-05-10,timing
4346,2805,6547,35,2023-03-16,13157,1,Discovery,Omit,2023-01-08,open,,
4348,2938,6551,32,2023-02-24,456049,2,Demo,Commit,2023-01-04,open,,
4349,2938,6551,32,2023-02-28,149422,5,Closed,Commit,2023-01-09,won,2023-05-30,
4350,2938,6551,32,2023-03-01,226449,5,Closed,Omit,2023-01-07,won,2023-04-24,
4351,1734,6552,5,2023-01-09,99976,2,Demo,Best Case,2023-01-04,open,,
4352,2763,6555,21,2023-03-20,430529,5,Closed,Best Case,2023-01-07,lost,2023-05-30,no_decision
4353,2763,6554,21,2023-03-18,172098,5,Closed,Commit,2023-03-18,won,2023-06-14,
4356,2332,6559,26,2023-03-22,24928,1,Discovery,Omit,2023-01-10,open,,
4361,340,6565,31,2023-01-03,94118,2,Demo,Commit,2023-02-25,open,,
4362,340,6565,31,2023-01-07,46232,3,Proposal,Commit,2023-02-09,open,,
4363,340,6564,31,2023-01-02,91971,1,Discovery,Omit,2023-01-20,open,,
4364,589,6566,5,2023-01-01,13402,5,Closed,Best Case,2023-01-09,won,2023-04-01,
4365,589,6567,5,2023-01-01,11875,2,Demo,Omit,2023-02-16,open,,
4366,589,6566,5,2023-01-07,6606,1,Discovery,Commit,2023-01-04,open,,
4367,589,6567,5,2023-01-01,24715,3,Proposal,Omit,2023-01-03,open,,
4368,589,6567,5,2023-01-01,5700,5,Closed,Best Case,2023-01-03,won,2023-02-07,
4373,2847,6575,12,2023-01-03,24734,5,Closed,Commit,2023-03-31,won,2023-01-26,
4374,2847,6575,12,2023-01-05,22769,1,Discovery,Commit,2023-01-24,open,,
4390,1894,6611,45,2023-01-03,22320,5,Closed,Commit,2023-01-09,won,2023-01-21,
4391,2225,6615,8,2023-01-03,42623,5,Closed,Commit,2023-01-21,lost,2023-03-14,no_decision
4392,2225,6616,8,2023-01-06,61748,0,Qualification,Commit,2023-03-12,open,,
4393,2225,6616,8,2023-01-01,84447,3,Proposal,Omit,2023-03-27,open,,
4394,2225,6617,8,2023-01-09,81256,5,Closed,Best Case,2023-01-10,won,2023-02-23,
4395,1396,6620,7,2023-03-08,7678,2,Demo,Omit,2020-01-01,open,,
4396,1396,6619,7,2023-03-05,12798,5,Closed,Omit,2023-03-01,won,2023-03-26,
4410,366,6644,6,2023-01-01,59894,3,Proposal,Omit,2023-02-28,open,,
4411,366,6643,6,2023-01-07,91497,5,Closed,Commit,2023-01-03,lost,2023-02-27,no_budget
4424,2754,6653,36,2023-01-02,97368,5,Closed,Best Case,2023-01-10,lost,2023-01-13,no_budget
4431,2563,6660,36,2023-01-08,14027,5,Closed,Commit,2023-01-02,won,2023-05-03,
4454,1121,6690,27,2023-01-03,19109,3,Proposal,Omit,2023-01-09,open,,
4455,1121,6689,27,2023-01-06,22968,2,Demo,Commit,2023-01-22,open,,
4456,1121,6690,27,2023-01-10,10234,5,Closed,Best Case,2023-01-11,won,2023-02-05,
4457,1121,6690,27,2023-01-11,22798,5,Closed,Commit,2023-02-15,won,2023-01-17,
4480,1366,6712,13,2023-03-24,10234,2,Demo,Commit,2023-03-11,open,,
4481,1366,6712,13,2023-03-25,13065,4,Negotiation,Omit,2020-01-01,open,,
4495,1642,6740,44,2023-01-06,5059,1,Discovery,Best Case,2023-01-01,open,,
4504,2374,6763,13,2023-01-01,6371,5,Closed,Best Case,2023-01-03,lost,2023-03-23,no_decision
4505,2374,6763,13,2023-01-08,5850,1,Discovery,Omit,2020-01-01,open,,
4518,701,6779,17,2023-01-01,20303,5,Closed,Best Case,2020-01-01,won,2023-03-29,
4519,701,6779,17,2023-01-08,12200,5,Closed,Omit,2023-01-03,won,2023-03-11,
4525,1169,6783,35,2023-03-14,23896,5,Closed,Omit,2023-03-08,won,2023-06-30,
4526,1422,6786,32,2023-02-08,22192,5,Closed,Commit,2023-02-24,lost,2023-06-05,no_decision
4527,1422,6786,32,2023-02-13,23131,4,Negotiation,Omit,2023-01-02,open,,
4533,410,6793,33,2023-01-04,50473,2,Demo,Omit,2020-01-01,open,,
4534,410,6792,33,2023-01-03,79262,3,Proposal,Commit,2020-01-01,open,,
4544,1341,6812,29,2023-02-24,32370,5,Closed,Omit,2023-02-05,won,2023-05-12,
4545,1341,6813,29,2023-02-22,99535,1,Discovery,Omit,2023-01-11,open,,
4546,1341,6812,29,2023-02-28,59799,2,Demo,Commit,2023-01-03,open,,
4550,2598,6820,22,2023-02-18,8824,5,Closed,Omit,2023-01-03,lost,2023-04-30,timing
4551,2598,6820,22,2023-02-25,16021,5,Closed,Omit,2023-01-11,won,2023-03-13,
4553,2450,6824,36,2023-01-10,9006,5,Closed,Omit,2023-01-08,won,2023-05-07,
4561,3417,6842,5,2023-01-11,68089,2,Demo,Commit,2023-01-07,open,,
4562,3417,6842,5,2023-01-02,71764,5,Closed,Omit,2023-01-04,won,2023-04-14,
4563,3417,6842,5,2023-01-10,61107,2,Demo,Omit,2023-01-08,open,,
4570,573,6857,27,2023-01-05,57700,3,Proposal,Omit,2023-01-09,open,,
4571,573,6857,27,2023-01-04,61205,0,Qualification,Commit,2023-03-07,open,,
4572,674,6859,19,2023-01-01,231532,5,Closed,Commit,2023-02-04,won,2023-03-23,
4573,674,6859,19,2023-01-09,366401,4,Negotiation,Best Case,2023-01-08,open,,
4574,674,6859,19,2023-01-05,178256,5,Closed,Commit,2023-01-27,lost,2023-02-11,feature_gap
4575,674,6859,19,2023-01-07,365069,2,Demo,Omit,2023-01-01,open,,
4595,176,6890,8,2023-03-31,8462,5,Closed,Omit,2023-02-08,won,2023-06-23,
4596,2599,6892,35,2023-01-04,12583,2,Demo,Omit,2023-01-04,open,,
4599,186,6896,7,2023-03-31,37564,2,Demo,Best Case,2023-01-11,open,,
4600,582,6899,21,2023-02-05,9760,2,Demo,Commit,2023-03-05,open,,
4601,582,6899,21,2023-02-05,7702,1,Discovery,Commit,2023-02-17,open,,
4602,582,,21,2023-02-05,17518,5,Closed,Best Case,2023-01-09,won,2023-02-19,
4613,3033,6908,37,2023-01-09,18096,5,Closed,Commit,2023-01-09,won,2023-04-25,
4616,2751,6913,3,2023-01-07,81898,2,Demo,Commit,2023-02-20,open,,
4617,2751,6912,3,2023-01-01,29513,5,Closed,Omit,2023-03-27,won,2023-01-06,
4618,2751,6913,3,2023-01-10,73096,5,Closed,Commit,2023-03-18,won,2023-04-14,
4625,2505,6917,24,2023-03-27,410977,5,Closed,Best Case,2023-01-06,won,2023-04-20,
4647,1837,6957,30,2023-01-04,5771,2,Demo,Best Case,2023-01-05,open,,
4648,1837,6957,30,2023-01-01,12822,5,Closed,Omit,2023-01-23,lost,2023-03-17,no_decision
4649,2410,6958,11,2023-01-05,23358,2,Demo,Commit,2023-01-30,open,,
4650,3525,6959,30,2023-01-02,23923,2,Demo,Omit,2023-01-03,open,,
4659,1973,6971,31,2023-01-03,21726,2,Demo,Omit,2023-03-04,open,,
4660,1973,6971,31,2023-01-01,24285,5,Closed,Best Case,2023-01-13,won,2023-02-19,
4665,2142,6982,4,2023-01-08,10962,1,Discovery,Omit,2023-01-09,open,,
4666,2142,6982,4,2023-01-02,16100,2,Demo,Omit,2023-02-22,open,,
4669,735,6988,35,2023-01-08,15908,5,Closed,Commit,2023-01-11,won,2023-02-20,
4677,1481,6994,29,2023-02-03,21107,1,Discovery,Best Case,2020-01-01,open,,
4678,1481,6993,29,2023-02-04,14944,3,Proposal,Omit,2023-03-15,open,,
4692,3810,7016,13,2023-01-02,24585,2,Demo,Omit,2023-03-07,open,,
4693,3810,7017,13,2023-01-01,11372,4,Negotiation,Commit,2023-01-02,open,,
4694,1729,7018,38,2023-02-26,83965,5,Closed,Commit,2023-01-18,won,2023-05-21,
4695,1729,7019,38,2023-02-26,41617,3,Proposal,Best Case,2023-01-02,open,,
4697,50,7024,17,2023-03-18,74607,1,Discovery,Commit,2023-01-01,open,,
4698,2060,7026,47,2023-01-03,9170,5,Closed,Omit,2023-03-20,won,2023-01-19,
4699,2060,7026,47,2023-01-10,18706,3,Proposal,Best Case,2023-01-01,open,,
4700,2060,7026,47,2023-01-08,20429,1,Discovery,Best Case,2023-01-08,open,,
4705,527,7032,26,2023-03-22,37889,5,Closed,Commit,2020-01-01,won,2023-04-14,
4706,527,7033,26,2023-03-28,40566,2,Demo,Best Case,2023-01-01,open,,
4707,527,7032,26,2023-03-31,77691,4,Negotiation,Best Case,2023-01-04,open,,
4708,2828,7034,20,2023-01-10,5082,3,Proposal,Commit,2020-01-01,open,,
4717,673,7052,8,2023-03-22,7761,5,Closed,Commit,2023-03-18,won,2023-05-20,
4718,673,7051,8,2023-03-16,21502,3,Proposal,Commit,2023-01-19,open,,
4731,2969,7070,9,2023-01-04,83953,4,Negotiation,Omit,2023-01-06,open,,
4732,2969,7069,9,2023-01-06,96494,5,Closed,Commit,2023-03-06,won,2023-03-12,
4748,883,7096,39,2023-01-09,6585,5,Closed,Commit,2023-01-02,won,2023-02-14,
4749,883,7096,39,2023-01-06,5426,5,Closed,Best Case,2023-03-07,won,2023-02-27,
4750,883,7096,39,2023-01-03,17307,5,Closed,Omit,2020-01-01,lost,2023-01-31,timing
4752,134,7101,26,2023-02-04,16964,5,Closed,Omit,2023-01-05,lost,2023-03-24,no_budget
4753,134,7101,26,2023-02-04,14145,5,Closed,Commit,2023-01-02,won,2023-04-05,
4754,134,7101,26,2023-02-04,5452,2,Demo,Best Case,2023-01-07,open,,
4761,2980,7124,38,2023-01-09,19850,5,Closed,Best Case,2023-01-05,won,2023-02-10,
4766,3752,7135,18,2023-01-01,58808,5,Closed,Omit,2023-01-28,won,2023-03-10,
4771,224,7141,31,2023-01-07,20409,5,Closed,Omit,2023-01-08,won,2023-04-28,
4776,2172,7147,11,2023-01-04,20638,2,Demo,Best Case,2023-02-19,open,,
4777,2172,7147,11,2023-01-10,22161,3,Proposal,Omit,2020-01-01,open,,
4790,146,7175,39,2023-03-29,9079,5,Closed,Omit,2023-01-01,won,2023-07-17,
4793,2973,7181,37,2023-03-12,25631,2,Demo,Commit,2023-01-01,open,,
4794,3207,7182,19,2023-02-27,44500,2,Demo,Commit,2023-01-03,open,,
4797,3031,7194,27,2023-01-01,57045,3,Proposal,Commit,2023-01-09,open,,
4804,2389,7200,2,2023-01-02,337646,5,Closed,Omit,2020-01-01,won,2023-02-02,
4805,261,7203,30,2023-03-23,24438,1,Discovery,Commit,2023-01-11,open,,
4806,261,7203,30,2023-03-22,24498,5,Closed,Best Case,2020-01-01,won,2023-07-12,
4820,3954,7223,17,2023-01-07,31048,2,Demo,Commit,2023-01-28,open,,
4821,2103,7227,40,2023-01-08,24946,5,Closed,Best Case,2023-03-01,lost,2023-02-08,timing
4822,2103,7227,40,2023-01-05,20934,5,Closed,Best Case,2023-01-07,lost,2023-02-27,no_budget
4823,253,7233,15,2023-01-07,30114,5,Closed,Best Case,2020-01-01,won,2023-04-22,
4824,253,7233,15,2023-01-03,78376,5,Closed,Omit,2023-01-03,lost,2023-02-14,timing
4825,253,7232,15,2023-01-02,31847,5,Closed,Best Case,2023-01-01,lost,2023-03-10,timing
4826,253,7233,15,2023-01-09,76605,2,Demo,Commit,2023-01-05,open,,
4836,1338,7255,1,2023-01-08,15999,1,Discovery,Omit,2023-01-05,open,,
4853,2992,7282,31,2023-01-09,90679,5,Closed,Commit,2023-01-01,lost,2023-03-09,timing
4857,3795,7287,37,2023-01-01,10037,1,Discovery,Omit,2023-01-06,open,,
4859,3724,7292,40,2023-01-08,289569,5,Closed,Commit,2023-01-08,won,2023-04-27,
4864,3726,7298,48,2023-01-07,20947,2,Demo,Omit,2020-01-01,open,,
4876,1172,7308,26,2023-03-25,19275,3,Proposal,Best Case,2020-01-01,open,,
4881,2655,7317,18,2023-01-10,62021,5,Closed,Omit,2023-01-03,won,2023-03-04,
4882,2655,7317,18,2023-01-09,70705,4,Negotiation,Omit,2023-01-05,open,,
4883,2655,7318,18,2023-01-11,96535,2,Demo,Omit,2020-01-01,open,,
