campaign_id,month,channel_cost_type,amount,region
20,2024-04-01,agency_fee,5063.86,East
37,2023-11-01,agency_fee,8294.2,West
65,2023-12-01,martech,2078.79,South
34,2024-06-01,martech,2937.58,International
56,2023-12-01,martech,1704.45,South
27,2023-05-01,martech,3375.83,South
5,2023-12-01,media,19240.27,South
6,2024-08-01,media,28652.2,International
34,2024-01-01,agency_fee,5253.45,South
26,2024-01-01,martech,2639.92,East
46,2024-05-01,media,18096.43,North
55,2024-03-01,agency_fee,3580.62,East
45,2023-04-01,media,19201.2,East
41,2024-01-01,martech,4588.94,International
40,2024-09-01,agency_fee,3854.58,West
39,2023-10-01,media,9452.26,South
23,2023-08-01,martech,697.74,East
47,2023-10-01,media,46739.24,West
1,2023-06-01,martech,2118.25,North
11,2024-03-01,agency_fee,2575.29,North
62,2024-11-01,martech,4963.86,International
37,2024-08-01,media,7509.5,International
62,2024-11-01,media,49363.45,International
50,2023-10-01,martech,2514.15,West
61,2023-10-01,agency_fee,3094.09,South
49,2023-09-01,martech,4236.76,East
1,2023-01-01,media,12193.93,South
1,2024-02-01,agency_fee,7197.22,International
38,2024-10-01,martech,2937.68,International
64,2024-11-01,martech,2871.24,West
41,2024-04-01,agency_fee,8867.95,North
60,2024-03-01,agency_fee,1357.32,North
39,2024-01-01,agency_fee,2382.14,South
26,2023-05-01,media,27172.38,International
68,2023-04-01,media,42512.8,International
69,2023-07-01,media,24523.62,East
40,2023-10-01,martech,3981.93,West
10,2023-04-01,agency_fee,2035.95,West
56,2023-10-01,media,20790.58,West
62,2024-08-01,martech,1895.94,West
42,2023-10-01,martech,2543.3,West
28,2023-06-01,agency_fee,6374.94,East
61,2023-05-01,agency_fee,8084.58,International
20,2024-01-01,agency_fee,7506.94,East
60,2023-04-01,media,36831.26,East
24,2023-12-01,agency_fee,5914.75,International
39,2023-08-01,agency_fee,8072.98,International
24,2023-09-01,media,12772.87,West
15,2024-01-01,media,24319.32,North
67,2024-03-01,agency_fee,1708.62,South
43,2023-04-01,agency_fee,6339.15,East
11,2023-11-01,agency_fee,6000.12,South
28,2023-10-01,agency_fee,6105.06,South
11,2023-04-01,media,3774.98,South
1,2023-10-01,media,16520.51,North
27,2023-08-01,media,41672.99,West
28,2023-11-01,martech,4223.93,East
21,2024-03-01,agency_fee,8721.67,South
56,2023-07-01,agency_fee,2858.64,International
40,2024-06-01,martech,1888.16,South
50,2023-08-01,media,39314.97,North
63,2024-11-01,martech,1826.48,International
67,2024-03-01,media,34651.06,International
15,2024-07-01,agency_fee,9397.63,West
63,2024-01-01,agency_fee,7427.9,North
34,2023-08-01,agency_fee,9760.84,West
67,2024-05-01,martech,4900.71,International
37,2023-12-01,media,48454.18,North
40,2023-10-01,media,38361.14,South
63,2024-12-01,media,21790.06,West
51,2024-09-01,agency_fee,5508.49,East
49,2023-10-01,martech,3771.88,West
19,2023-10-01,media,13642.33,North
52,2023-05-01,martech,1696.25,West
63,2024-05-01,media,2879.0,International
60,2024-03-01,media,18401.28,International
20,2023-02-01,martech,2277.58,West
3,2024-06-01,agency_fee,3976.49,North
40,2023-05-01,martech,721.39,International
45,2023-11-01,martech,1670.89,International
30,2023-09-01,agency_fee,4528.59,North
66,2024-02-01,martech,1272.06,International
63,2023-10-01,martech,2134.07,East
30,2023-03-01,martech,4339.04,East
38,2024-12-01,agency_fee,2287.56,East
70,2024-01-01,media,8964.56,International
17,2023-11-01,agency_fee,1073.86,South
63,2024-01-01,media,12441.57,International
5,2024-04-01,agency_fee,5039.07,South
15,2024-09-01,agency_fee,2831.51,International
40,2024-01-01,martech,4635.44,North
23,2024-02-01,martech,1104.08,West
16,2024-02-01,martech,1050.06,North
41,2024-11-01,agency_fee,9268.39,North
2,2023-02-01,media,44852.86,International
49,2023-12-01,agency_fee,5534.06,North
70,2024-05-01,agency_fee,5142.25,North
50,2023-07-01,media,29158.49,West
40,2023-01-01,agency_fee,5746.94,West
40,2024-12-01,media,48223.19,East
20,2023-07-01,media,48214.7,South
27,2024-10-01,agency_fee,5305.78,South
57,2023-09-01,agency_fee,2975.35,West
50,2023-02-01,agency_fee,4052.36,North
23,2024-07-01,media,30623.72,North
31,2024-12-01,martech,901.33,North
52,2024-03-01,martech,4343.49,South
5,2024-01-01,media,27790.09,East
18,2023-05-01,agency_fee,2378.88,North
9,2024-03-01,agency_fee,9238.37,East
50,2024-10-01,media,38282.61,North
48,2024-06-01,media,21663.98,West
60,2024-07-01,media,4710.12,International
70,2024-02-01,agency_fee,9928.71,International
1,2024-10-01,media,17899.08,International
51,2024-09-01,martech,4611.02,South
14,2023-08-01,media,2061.36,International
38,2024-06-01,martech,2835.28,South
66,2024-05-01,agency_fee,1716.59,International
34,2023-10-01,media,29443.85,West
6,2024-06-01,media,49630.25,East
9,2024-02-01,media,40256.37,West
68,2023-08-01,agency_fee,3541.07,North
56,2023-11-01,martech,865.4,East
40,2024-04-01,agency_fee,5400.47,West
55,2024-08-01,agency_fee,2746.33,West
50,2024-06-01,media,26779.07,International
14,2023-07-01,agency_fee,1841.81,International
7,2023-11-01,media,17610.72,East
36,2024-04-01,agency_fee,9033.45,West
39,2024-01-01,martech,4000.28,East
64,2024-04-01,agency_fee,2717.22,West
6,2024-08-01,martech,581.5,North
3,2024-05-01,agency_fee,7663.98,South
56,2024-02-01,media,47977.35,North
45,2023-06-01,media,35249.15,International
26,2024-10-01,agency_fee,5661.15,East
54,2024-04-01,martech,3743.42,International
10,2023-09-01,agency_fee,8663.27,International
41,2024-05-01,media,8701.6,West
28,2024-03-01,agency_fee,5490.29,West
51,2024-06-01,agency_fee,4343.34,East
22,2023-03-01,martech,4642.38,East
44,2024-10-01,agency_fee,8481.66,International
27,2024-12-01,media,31943.14,East
16,2024-05-01,media,40094.51,International
10,2023-09-01,media,10280.12,North
44,2024-10-01,media,34660.07,South
27,2023-07-01,media,11592.34,East
65,2024-01-01,martech,3692.22,International
45,2023-07-01,media,25706.44,South
40,2023-08-01,martech,1422.03,East
65,2024-09-01,agency_fee,4537.02,International
48,2024-10-01,martech,3107.98,North
32,2024-08-01,martech,3663.93,North
23,2024-04-01,martech,3096.31,East
61,2023-09-01,martech,4839.53,North
35,2023-03-01,media,45666.96,South
19,2024-04-01,martech,2764.39,East
69,2023-04-01,agency_fee,6090.46,South
4,2024-03-01,agency_fee,2632.8,East
13,2023-10-01,agency_fee,8604.67,East
27,2024-05-01,media,45231.55,South
10,2024-04-01,agency_fee,7271.73,South
21,2023-12-01,martech,3295.16,South
70,2024-09-01,media,26780.15,South
60,2023-12-01,agency_fee,3120.37,South
39,2024-10-01,martech,3408.36,International
13,2024-03-01,martech,3629.84,West
34,2023-03-01,agency_fee,2493.51,North
3,2024-05-01,martech,2251.1,South
36,2023-12-01,martech,4790.62,North
70,2023-11-01,media,46607.49,International
51,2024-04-01,media,13761.88,International
48,2024-02-01,agency_fee,6924.55,East
69,2023-03-01,agency_fee,8937.95,South
24,2023-11-01,agency_fee,1479.53,West
40,2024-10-01,agency_fee,4880.43,North
65,2023-09-01,agency_fee,5638.34,West
52,2023-01-01,martech,2249.38,North
14,2023-06-01,media,31728.84,South
27,2023-11-01,martech,4488.77,International
20,2024-07-01,martech,2816.59,International
12,2024-05-01,martech,4371.31,North
60,2024-09-01,media,21629.5,International
34,2023-09-01,agency_fee,8431.12,South
8,2024-04-01,media,27544.29,North
20,2023-04-01,martech,3168.76,West
46,2024-08-01,agency_fee,6005.58,West
16,2024-03-01,agency_fee,6847.06,North
26,2024-10-01,martech,3781.39,International
13,2023-08-01,martech,1979.79,West
20,2023-12-01,martech,905.12,South
46,2024-04-01,agency_fee,8036.18,East
38,2024-06-01,agency_fee,3524.46,International
20,2023-11-01,media,6298.25,South
64,2024-04-01,media,19055.42,International
8,2024-04-01,agency_fee,3628.29,West
14,2023-12-01,martech,2116.26,West
48,2024-07-01,martech,1676.94,International
20,2023-09-01,media,35857.79,West
4,2023-09-01,media,10139.21,East
47,2023-06-01,martech,1653.07,East
66,2024-05-01,martech,3587.21,South
39,2024-04-01,martech,1261.59,International
26,2023-05-01,martech,1763.27,West
33,2024-10-01,media,28237.21,West
62,2024-07-01,media,29746.36,East
40,2024-02-01,media,48786.69,West
16,2024-04-01,agency_fee,5005.09,South
62,2024-03-01,martech,4359.43,International
39,2024-12-01,agency_fee,7699.87,North
31,2024-03-01,martech,1872.04,North
63,2023-08-01,agency_fee,5582.23,South
10,2024-04-01,martech,3464.59,West
41,2024-07-01,agency_fee,8385.41,North
14,2023-10-01,agency_fee,2482.57,West
16,2024-10-01,martech,3223.21,International
40,2023-06-01,media,42985.38,South
5,2024-03-01,media,4922.77,International
16,2023-11-01,martech,3140.6,International
40,2023-03-01,martech,688.01,South
12,2024-07-01,agency_fee,2128.46,West
28,2023-09-01,martech,4784.17,East
36,2024-08-01,martech,3868.22,South
1,2024-11-01,agency_fee,3085.12,North
63,2024-09-01,agency_fee,7448.16,North
67,2024-09-01,martech,4518.39,West
53,2023-08-01,agency_fee,9544.32,South
26,2023-06-01,agency_fee,7511.61,South
61,2023-07-01,martech,3648.91,North
48,2024-03-01,martech,1659.93,East
40,2023-09-01,agency_fee,7764.04,South
34,2024-02-01,martech,4662.39,International
49,2024-01-01,martech,4067.89,North
32,2024-10-01,agency_fee,7368.17,South
15,2024-07-01,martech,3207.67,West
1,2024-04-01,agency_fee,7329.61,North
24,2023-09-01,agency_fee,6693.18,North
33,2024-12-01,agency_fee,9637.8,South
7,2023-11-01,agency_fee,9898.18,North
21,2024-06-01,agency_fee,2256.74,North
28,2024-10-01,agency_fee,3930.28,West
1,2024-12-01,agency_fee,3857.86,South
30,2023-05-01,agency_fee,5585.81,South
1,2024-09-01,martech,4277.49,South
1,2024-07-01,media,27943.58,West
66,2024-07-01,media,29259.71,West
30,2023-09-01,martech,3523.8,South
8,2024-01-01,agency_fee,7861.97,International
5,2024-05-01,media,43632.65,International
42,2023-07-01,martech,4452.41,East
51,2024-07-01,media,33282.29,North
20,2023-08-01,media,3754.86,South
9,2024-07-01,agency_fee,9198.91,North
8,2024-02-01,media,12923.06,North
16,2024-09-01,media,49458.84,East
70,2023-12-01,martech,4267.02,North
42,2023-12-01,agency_fee,1370.93,West
19,2023-08-01,martech,2630.25,International
17,2023-05-01,agency_fee,5833.91,South
50,2024-01-01,media,45546.1,West
21,2024-04-01,agency_fee,7792.95,South
15,2024-04-01,martech,1663.79,International
65,2023-08-01,agency_fee,7567.36,North
44,2024-05-01,martech,1943.27,South
63,2024-08-01,agency_fee,7984.69,East
5,2023-12-01,agency_fee,5530.64,International
36,2024-05-01,martech,2517.91,International
45,2023-09-01,agency_fee,5790.39,North
56,2023-04-01,agency_fee,3271.72,International
37,2023-12-01,martech,1369.73,West
9,2024-02-01,martech,4590.72,South
19,2023-04-01,media,13360.1,East
11,2023-05-01,martech,3369.79,West
63,2024-02-01,martech,2178.3,North
48,2024-09-01,agency_fee,8762.8,International
54,2023-09-01,agency_fee,6750.84,South
65,2024-05-01,media,22066.13,North
66,2024-06-01,media,32404.2,International
31,2024-06-01,media,42064.06,North
20,2023-07-01,martech,1462.77,South
6,2024-05-01,agency_fee,6404.21,North
38,2024-03-01,agency_fee,5379.63,East
13,2024-02-01,media,34957.46,International
21,2023-12-01,media,15905.34,West
58,2024-06-01,agency_fee,5748.67,East
22,2024-07-01,martech,2557.95,South
34,2023-07-01,media,15241.68,International
5,2023-10-01,agency_fee,7753.82,International
36,2023-11-01,agency_fee,3684.65,North
15,2024-05-01,media,40508.35,International
60,2024-02-01,agency_fee,7014.03,North
32,2024-08-01,agency_fee,7357.23,West
68,2023-06-01,martech,1140.04,International
39,2024-09-01,agency_fee,2562.25,North
7,2024-02-01,media,36692.7,West
61,2023-09-01,media,34000.81,South
28,2024-01-01,martech,1537.8,South
43,2023-03-01,media,40265.51,South
63,2024-06-01,martech,2442.09,North
20,2023-09-01,martech,4825.51,International
2,2024-01-01,martech,1028.75,West
1,2024-08-01,media,20405.4,South
9,2024-05-01,agency_fee,6348.22,East
25,2023-09-01,agency_fee,1468.1,East
54,2023-07-01,media,31844.77,International
32,2024-04-01,agency_fee,8203.09,North
62,2024-06-01,media,47292.42,North
68,2023-05-01,media,29157.33,International
40,2023-07-01,agency_fee,9577.03,West
37,2024-09-01,martech,3041.0,East
28,2024-05-01,agency_fee,6720.3,West
34,2024-03-01,media,17455.65,North
26,2024-09-01,agency_fee,6504.61,North
16,2024-08-01,martech,1908.83,International
54,2024-04-01,agency_fee,9370.36,East
70,2024-12-01,agency_fee,8388.03,International
21,2024-06-01,martech,2975.46,International
10,2023-02-01,martech,4408.72,West
40,2023-03-01,agency_fee,8312.73,East
39,2024-07-01,agency_fee,2687.24,North
38,2024-05-01,martech,4220.35,International
50,2023-01-01,media,42613.1,East
28,2023-08-01,media,27915.69,International
58,2024-03-01,agency_fee,4458.14,East
37,2024-01-01,media,12970.44,East
10,2024-11-01,media,45137.08,West
26,2023-01-01,martech,4113.36,East
31,2024-04-01,media,19034.09,West
31,2024-06-01,martech,2048.87,International
56,2023-05-01,agency_fee,9904.55,East
56,2024-02-01,agency_fee,5368.11,West
59,2023-11-01,media,13639.37,South
55,2024-07-01,martech,2758.1,East
25,2023-07-01,agency_fee,3201.16,West
68,2023-02-01,martech,3319.21,South
39,2024-09-01,martech,958.78,International
52,2023-02-01,media,12029.25,International
56,2024-02-01,martech,1220.51,International
15,2024-03-01,media,26696.51,West
15,2024-06-01,agency_fee,7626.54,West
39,2023-10-01,martech,1728.45,East
66,2024-06-01,agency_fee,4841.7,South
2,2024-02-01,media,14433.59,West
69,2023-06-01,martech,653.87,East
51,2024-07-01,agency_fee,8898.68,South
55,2024-09-01,agency_fee,1369.04,International
64,2024-05-01,martech,2081.76,East
47,2023-10-01,martech,3037.7,North
56,2024-01-01,media,39539.05,South
49,2024-03-01,martech,799.05,International
29,2024-07-01,media,7965.07,East
44,2024-03-01,media,17676.77,International
19,2023-05-01,media,39131.29,East
51,2024-04-01,agency_fee,9981.66,South
41,2024-10-01,agency_fee,1177.77,East
63,2023-12-01,media,40463.15,North
39,2024-12-01,media,33752.8,South
40,2024-11-01,media,10452.06,North
48,2024-04-01,agency_fee,1223.81,International
63,2024-10-01,martech,705.83,International
64,2024-04-01,martech,1850.46,North
9,2023-12-01,media,47322.87,South
33,2024-11-01,media,20646.92,South
39,2023-06-01,agency_fee,8456.79,East
44,2024-08-01,agency_fee,5660.49,West
26,2024-03-01,martech,2591.84,East
62,2024-05-01,martech,2508.54,East
37,2023-11-01,media,36970.54,South
21,2024-08-01,media,46357.11,West
33,2024-04-01,media,44226.27,International
40,2023-04-01,agency_fee,2721.95,East
20,2024-03-01,martech,4374.69,East
20,2024-08-01,media,26465.0,East
27,2024-04-01,media,18045.82,International
54,2023-09-01,martech,880.6,West
45,2023-05-01,agency_fee,2482.79,North
19,2024-02-01,agency_fee,7444.57,South
52,2024-03-01,media,19642.65,South
34,2023-05-01,agency_fee,5748.48,South
30,2023-03-01,agency_fee,9371.35,North
56,2023-06-01,martech,3246.54,West
37,2023-10-01,agency_fee,6546.08,South
55,2024-04-01,agency_fee,9818.69,East
52,2023-09-01,agency_fee,9029.12,International
39,2024-02-01,agency_fee,6171.95,East
37,2024-02-01,agency_fee,7936.46,West
47,2023-07-01,media,21231.07,West
6,2024-04-01,agency_fee,5545.26,West
7,2023-10-01,media,23031.4,North
2,2024-01-01,agency_fee,5425.89,North
70,2023-11-01,agency_fee,8586.35,East
49,2024-01-01,agency_fee,7449.24,West
26,2023-03-01,martech,1740.89,South
46,2024-01-01,martech,1796.19,North
51,2024-05-01,agency_fee,8298.76,North
34,2023-05-01,martech,726.26,North
46,2024-04-01,martech,2613.36,International
28,2024-08-01,media,28431.63,South
10,2023-01-01,agency_fee,6207.92,South
1,2024-02-01,media,10961.74,International
70,2024-02-01,martech,2860.2,International
40,2024-01-01,media,37642.24,International
50,2023-11-01,agency_fee,6804.84,West
59,2023-11-01,martech,4950.28,South
30,2023-11-01,agency_fee,5717.82,East
36,2023-11-01,media,43706.66,South
68,2023-04-01,agency_fee,9603.39,North
26,2023-12-01,martech,974.16,South
69,2023-02-01,media,11201.02,South
15,2024-08-01,agency_fee,1569.14,International
62,2024-02-01,agency_fee,4150.2,International
1,2024-09-01,media,42736.23,North
56,2023-08-01,media,35583.99,West
43,2023-06-01,martech,2872.48,East
49,2024-01-01,media,3296.68,North
31,2024-10-01,martech,4186.76,East
27,2023-09-01,agency_fee,1302.45,North
15,2024-10-01,agency_fee,9456.0,International
29,2024-06-01,agency_fee,8983.59,International
50,2023-10-01,media,31699.92,South
40,2023-06-01,martech,2575.49,International
36,2024-09-01,agency_fee,6322.97,West
51,2024-08-01,media,24808.16,North
32,2024-06-01,agency_fee,4543.59,East
57,2023-05-01,agency_fee,2406.84,West
69,2023-06-01,agency_fee,1738.64,West
38,2024-08-01,agency_fee,7566.6,East
1,2024-02-01,martech,4586.51,North
51,2024-08-01,agency_fee,3625.99,West
38,2023-12-01,martech,3981.29,South
26,2023-03-01,agency_fee,1575.77,East
28,2024-05-01,martech,3158.96,International
65,2024-03-01,agency_fee,7418.5,West
64,2024-06-01,media,28528.8,North
2,2023-11-01,martech,1732.7,South
31,2024-06-01,agency_fee,5309.13,North
37,2023-09-01,agency_fee,8985.82,West
28,2024-06-01,media,8872.57,South
22,2024-05-01,agency_fee,4385.45,West
11,2023-10-01,media,48618.13,North
21,2024-09-01,martech,3804.93,East
14,2024-01-01,martech,4750.92,West
68,2023-07-01,martech,1788.46,International
67,2024-07-01,martech,2034.59,South
37,2024-02-01,media,22800.67,South
45,2023-12-01,media,5651.5,North
33,2024-09-01,media,23526.46,International
40,2023-09-01,martech,3060.66,West
31,2024-05-01,martech,3937.22,West
39,2023-02-01,media,22811.89,East
62,2024-07-01,agency_fee,7501.55,North
41,2024-04-01,martech,2137.93,East
21,2024-01-01,agency_fee,6866.33,West
10,2023-08-01,martech,2285.35,North
2,2023-02-01,agency_fee,7983.25,International
68,2023-03-01,martech,772.87,International
1,2023-12-01,media,32615.4,West
21,2024-03-01,media,2250.8,West
2,2023-04-01,agency_fee,2548.2,South
1,2023-05-01,martech,4851.55,North
26,2024-05-01,agency_fee,5909.85,North
38,2024-08-01,media,27447.73,South
7,2024-01-01,media,2952.24,International
10,2024-10-01,martech,2349.19,International
39,2023-01-01,media,37978.87,East
27,2023-01-01,media,9669.46,North
2,2023-05-01,martech,1100.84,North
27,2023-08-01,agency_fee,3483.8,South
49,2024-02-01,agency_fee,5638.24,North
48,2023-11-01,martech,3146.16,International
15,2024-12-01,media,10158.77,South
60,2024-11-01,agency_fee,2332.03,East
27,2023-12-01,martech,1582.57,West
55,2024-04-01,media,20422.79,North
10,2023-11-01,agency_fee,7206.82,North
62,2024-05-01,agency_fee,3577.81,North
27,2024-09-01,media,48898.44,North
22,2023-07-01,media,29396.13,North
1,2024-01-01,agency_fee,2283.2,West
64,2024-05-01,media,28074.25,South
27,2024-03-01,media,25072.18,International
70,2024-04-01,martech,1615.6,South
44,2024-08-01,martech,2493.27,International
26,2024-04-01,martech,873.74,International
36,2024-08-01,media,47553.48,West
27,2023-11-01,agency_fee,8516.53,North
44,2024-11-01,martech,1627.76,International
32,2024-04-01,martech,3798.99,International
54,2024-03-01,martech,941.87,East
19,2023-06-01,martech,1316.2,International
2,2023-01-01,agency_fee,9225.66,East
52,2023-01-01,media,12763.03,East
1,2023-03-01,agency_fee,4440.13,East
13,2024-01-01,martech,4678.04,West
65,2024-07-01,media,39939.14,International
26,2024-02-01,media,6327.95,East
50,2023-10-01,agency_fee,3956.61,North
23,2024-05-01,martech,2599.74,East
52,2024-02-01,media,35898.74,International
65,2024-10-01,martech,1484.99,North
15,2024-06-01,martech,4923.43,East
21,2024-07-01,media,4626.26,North
36,2024-01-01,martech,982.11,West
65,2023-09-01,martech,3936.83,International
64,2024-11-01,media,42531.16,South
56,2023-09-01,agency_fee,1017.27,North
60,2024-04-01,media,39190.06,East
37,2024-06-01,media,21862.26,North
14,2023-06-01,martech,574.86,North
46,2024-07-01,agency_fee,1597.38,International
13,2023-12-01,media,2417.28,West
36,2024-03-01,media,11223.32,North
10,2024-02-01,martech,648.61,East
55,2024-10-01,agency_fee,4487.23,South
65,2023-08-01,media,11596.49,East
28,2023-11-01,media,14165.2,East
65,2023-08-01,martech,3650.72,East
57,2023-09-01,media,43190.7,South
46,2024-04-01,media,25659.48,East
9,2024-08-01,agency_fee,9800.7,North
1,2023-10-01,martech,1183.55,West
47,2023-10-01,agency_fee,4390.2,West
26,2024-12-01,agency_fee,3489.5,International
19,2023-02-01,media,9335.85,North
2,2023-05-01,media,23189.26,North
27,2023-02-01,media,28716.49,West
11,2023-05-01,agency_fee,4321.73,South
5,2024-04-01,media,11433.59,East
65,2024-10-01,media,48075.85,North
58,2024-04-01,martech,3053.75,West
1,2023-09-01,martech,4351.09,East
1,2024-07-01,agency_fee,2052.55,East
50,2024-04-01,media,8967.33,South
23,2023-11-01,agency_fee,4819.12,North
52,2024-02-01,martech,3054.2,International
62,2024-04-01,agency_fee,7777.35,North
8,2024-03-01,media,49478.77,East
2,2024-10-01,agency_fee,5050.41,North
51,2024-01-01,martech,1489.28,International
50,2023-09-01,agency_fee,6340.41,North
65,2024-03-01,media,20822.7,North
60,2024-05-01,agency_fee,2637.31,East
15,2023-12-01,agency_fee,4264.84,South
26,2023-08-01,media,36958.98,South
36,2024-06-01,agency_fee,9787.25,West
24,2023-08-01,media,15317.59,International
69,2023-04-01,media,27630.88,East
7,2024-02-01,agency_fee,3595.78,International
50,2024-05-01,agency_fee,4373.96,North
41,2024-12-01,martech,3834.79,East
24,2023-09-01,martech,2332.04,West
58,2024-05-01,media,19508.55,East
26,2023-10-01,media,47557.54,South
11,2024-02-01,martech,2069.41,South
22,2023-12-01,martech,3113.92,South
7,2023-12-01,agency_fee,9322.67,South
23,2023-11-01,media,46323.43,North
39,2023-03-01,martech,3234.38,East
7,2024-05-01,media,20956.71,International
24,2023-12-01,media,10373.65,East
40,2023-11-01,agency_fee,7400.41,West
42,2023-12-01,martech,766.24,South
66,2024-09-01,media,8641.22,International
66,2024-09-01,martech,669.27,International
61,2023-06-01,agency_fee,7476.29,South
60,2023-02-01,agency_fee,8954.53,East
5,2024-05-01,agency_fee,5572.76,International
42,2024-01-01,martech,4785.05,International
20,2023-11-01,agency_fee,2636.2,South
36,2024-05-01,agency_fee,5821.73,North
24,2023-10-01,agency_fee,1026.39,International
4,2023-12-01,agency_fee,2920.05,West
41,2024-07-01,media,31550.58,East
35,2023-04-01,agency_fee,4103.5,West
51,2024-02-01,media,7496.15,North
50,2024-09-01,agency_fee,7020.21,South
52,2024-07-01,agency_fee,5479.86,South
10,2023-01-01,media,38094.35,West
26,2023-02-01,martech,4070.06,International
48,2023-11-01,agency_fee,4021.38,North
34,2023-08-01,martech,2031.13,North
14,2023-07-01,martech,3058.8,North
41,2023-12-01,media,38700.24,South
9,2024-08-01,media,26260.91,West
50,2023-05-01,media,14622.55,North
15,2024-09-01,martech,3549.74,International
52,2024-01-01,media,25288.7,East
34,2024-05-01,martech,3939.46,East
2,2024-04-01,media,47315.3,International
7,2023-11-01,martech,734.8,West
16,2023-11-01,agency_fee,3966.25,South
4,2023-08-01,martech,4165.91,East
2,2024-10-01,media,38866.26,North
21,2024-07-01,agency_fee,4654.35,International
30,2023-05-01,media,4763.28,West
51,2024-01-01,media,18146.92,International
1,2023-12-01,agency_fee,2160.22,North
22,2023-05-01,martech,4833.0,North
2,2024-03-01,martech,1308.9,North
32,2024-12-01,agency_fee,1432.15,South
40,2024-08-01,media,3463.65,South
18,2023-03-01,martech,3655.6,North
50,2023-03-01,agency_fee,6272.64,East
26,2023-04-01,agency_fee,5883.65,West
66,2024-05-01,media,11366.19,East
47,2023-12-01,martech,3779.92,International
1,2024-11-01,martech,3021.16,South
1,2023-08-01,media,4818.6,South
38,2024-06-01,media,24319.26,International
9,2024-04-01,martech,682.66,South
22,2024-02-01,media,45504.16,West
53,2023-08-01,martech,2783.26,North
52,2024-08-01,agency_fee,4171.69,South
13,2023-09-01,martech,3855.25,West
37,2023-12-01,agency_fee,1148.8,East
16,2023-12-01,media,6122.12,East
66,2024-04-01,martech,2905.13,East
14,2023-10-01,martech,4909.55,International
27,2024-05-01,agency_fee,3240.97,North
2,2023-04-01,media,46087.93,International
60,2024-10-01,agency_fee,4529.33,West
65,2023-10-01,agency_fee,5785.17,West
64,2024-07-01,martech,2096.78,North
2,2023-09-01,media,43377.65,East
22,2023-11-01,martech,4420.83,West
38,2024-02-01,media,41189.14,North
61,2023-08-01,media,45230.67,International
61,2023-06-01,media,33113.37,North
68,2023-05-01,agency_fee,4254.14,North
42,2023-09-01,martech,1345.8,International
45,2023-06-01,martech,4544.71,West
48,2023-12-01,agency_fee,7055.43,South
4,2023-04-01,agency_fee,3811.6,North
18,2023-04-01,agency_fee,6019.56,West
22,2023-06-01,agency_fee,1649.58,West
36,2024-09-01,media,49661.52,South
56,2024-03-01,media,7250.0,West
4,2024-06-01,martech,4029.33,South
39,2023-04-01,media,31034.85,East
20,2024-12-01,agency_fee,2892.88,North
66,2024-02-01,agency_fee,1912.85,West
54,2024-05-01,martech,4628.24,West
37,2024-07-01,agency_fee,7013.09,International
38,2024-07-01,martech,1894.7,International
8,2023-12-01,media,12419.35,West
39,2023-06-01,media,28079.62,North
60,2024-08-01,agency_fee,3769.38,International
5,2024-03-01,agency_fee,5260.88,South
51,2024-10-01,martech,4771.58,South
9,2024-08-01,martech,4339.27,West
40,2023-02-01,agency_fee,7636.04,South
4,2023-11-01,agency_fee,6053.39,International
32,2024-10-01,martech,3425.64,North
65,2024-03-01,martech,2774.55,North
39,2023-02-01,agency_fee,2649.49,East
62,2024-10-01,agency_fee,9248.06,East
27,2023-05-01,media,32229.54,International
36,2023-12-01,agency_fee,8456.56,International
34,2024-04-01,media,9956.69,North
32,2024-07-01,martech,4005.9,International
60,2023-02-01,media,14682.35,International
51,2024-08-01,martech,1620.36,West
5,2024-03-01,martech,3843.67,South
48,2024-03-01,agency_fee,1057.58,South
38,2024-04-01,martech,1988.29,East
45,2024-05-01,agency_fee,7406.13,International
5,2023-11-01,agency_fee,4834.72,South
49,2023-08-01,media,18441.79,International
62,2024-11-01,agency_fee,8448.93,International
70,2024-10-01,media,36954.43,South
39,2024-08-01,media,5130.27,North
28,2023-08-01,agency_fee,6880.22,South
14,2024-01-01,media,18415.29,North
54,2024-02-01,agency_fee,5482.03,International
10,2024-06-01,martech,4402.75,International
29,2024-05-01,media,13088.67,South
28,2023-09-01,agency_fee,1220.46,East
37,2023-09-01,martech,4716.88,South
26,2024-11-01,media,33855.72,South
10,2024-12-01,martech,1932.12,North
67,2024-12-01,martech,3930.37,West
7,2023-10-01,agency_fee,5874.3,West
2,2023-02-01,martech,935.88,International
23,2024-02-01,media,24915.95,South
10,2024-02-01,media,20165.47,East
13,2024-03-01,agency_fee,1615.48,East
27,2023-07-01,agency_fee,2491.52,West
10,2023-09-01,martech,1511.72,East
46,2024-07-01,martech,3314.31,North
37,2024-03-01,martech,2969.82,North
14,2023-10-01,media,14436.4,South
52,2023-12-01,media,4891.06,International
65,2024-08-01,agency_fee,7959.4,West
22,2024-07-01,agency_fee,1655.49,International
64,2024-12-01,martech,1109.02,North
22,2023-07-01,martech,3900.99,West
31,2024-11-01,martech,1007.06,International
23,2024-02-01,agency_fee,5343.16,South
60,2024-05-01,media,17083.48,South
20,2024-01-01,media,24873.43,International
30,2023-08-01,media,35579.56,International
63,2023-09-01,martech,3807.62,North
38,2024-12-01,martech,3793.89,International
40,2024-01-01,agency_fee,2881.92,South
62,2024-09-01,martech,2553.48,International
41,2024-03-01,martech,2401.64,North
