account_id,account_name,domain,segment,industry,region,created_date,owner_id,lifecycle_stage,last_activity_at,is_customer,is_churned
472,Bolton PLC,boltonplc.com,SMB,Education,South,2024-11-29,22,lead,,False,False
2256,Mclaughlin-Gonzales,mclaughlin-gonzales.com,Enterprise,Education,North,2025-05-14,5,lead,,False,False
1139,Lopez PLC,lopezplc.com,Mid-Market,Education,South,2023-09-08,18,lead,,False,False
3344,"Allison, Diaz and Castillo",allisondiazandcastillo.com,Mid-Market,Retail,South,2025-05-17,18,lead,,False,False
3903,Moses-Wright,moses-wright.com,SMB,Education,North,2025-04-17,17,lead,,False,False
3316,Simmons-Smith,simmons-smith.com,SMB,Education,West,2023-12-10,39,lead,,False,False
1113,"Kim, Carroll and Zamora",kimcarrollandzamora.com,Mid-Market,Education,North,2024-08-30,15,lead,,False,False
2640,"Fisher, Knight and Howe",fisherknightandhowe.com,SMB,Healthcare,East,2023-01-21,27,lead,,False,False
1613,"Morgan, Obrien and Miller",morganobrienandmiller.com,SMB,Retail,North,2024-02-04,8,lead,,False,False
2850,"Wang, Smith and Harris",wangsmithandharris.com,SMB,Healthcare,West,2024-11-21,38,lead,,False,False
1180,"Butler, Dickerson and Diaz",butlerdickersonanddiaz.com,SMB,Retail,South,2023-12-18,18,lead,,False,False
3670,Kirk PLC,kirkplc.com,SMB,Education,South,2023-06-22,13,lead,,False,False
1054,"Vasquez, Harrell and Morris",vasquezharrellandmorris.com,Mid-Market,FinTech,South,2025-02-03,31,lead,,False,False
27,Cruz LLC,cruzllc.com,SMB,Retail,South,2023-09-23,48,lead,,False,False
3129,Miller LLC,millerllc.com,SMB,FinTech,South,2025-02-16,19,lead,,False,False
1595,"Kim, Moore and Sutton",kimmooreandsutton.com,Mid-Market,Retail,North,2022-12-05,8,lead,,False,False
1040,"Matthews, Vasquez and Johnson",matthewsvasquezandjohnson.com,Mid-Market,Retail,International,2024-12-22,45,lead,,False,False
1065,Nelson-Schmidt,nelson-schmidt.com,SMB,Retail,North,2023-12-26,10,lead,,False,False
3366,Rodriguez-Foley,rodriguez-foley.com,SMB,FinTech,West,2025-06-17,47,lead,,False,False
2957,Henderson PLC,hendersonplc.com,SMB,Education,West,2022-11-09,31,lead,,False,False
2280,"Logan, Palmer and Boone",loganpalmerandboone.com,SMB,Education,East,2025-05-21,27,lead,,False,False
2669,Blake Group,blakegroup.com,Mid-Market,FinTech,North,2025-06-10,37,lead,,False,False
2209,King LLC,kingllc.com,Mid-Market,Healthcare,West,2022-12-09,13,lead,,False,False
3307,Gregory-Benjamin,gregory-benjamin.com,SMB,FinTech,North,2023-08-10,5,lead,,False,False
3676,Davis LLC,davisllc.com,SMB,Education,West,2023-12-06,31,lead,,False,False
1135,"Frazier, Davis and Blair",frazierdavisandblair.com,SMB,Education,West,2024-11-20,37,lead,,False,False
2799,Goodwin and Sons,goodwinandsons.com,SMB,Healthcare,West,2023-02-06,37,lead,,False,False
3500,Banks-Martinez,banks-martinez.com,Enterprise,FinTech,East,2025-02-17,23,lead,,False,False
3395,Gonzalez and Sons,gonzalezandsons.com,SMB,Education,West,2025-03-15,31,lead,,False,False
127,"Bell, Livingston and Collins",belllivingstonandcollins.com,Mid-Market,FinTech,East,2024-04-08,25,lead,,False,False
933,Briggs-Price,briggs-price.com,SMB,FinTech,North,2025-03-13,7,lead,,False,False
3884,"Stewart, Lynn and Bright",stewartlynnandbright.com,SMB,FinTech,International,2025-04-16,43,lead,,False,False
1971,Ramirez-Smith,ramirez-smith.com,SMB,FinTech,West,2023-12-05,35,lead,,False,False
2385,Arnold Group,arnoldgroup.com,SMB,Retail,East,2023-09-02,27,lead,,False,False
3104,Gill Inc,gillinc.com,SMB,Healthcare,North,2022-12-14,5,lead,,False,False
1832,Castro Group,castrogroup.com,Mid-Market,FinTech,West,2023-05-23,37,lead,,False,False
3773,"Ross, Stevens and Francis",rossstevensandfrancis.com,SMB,Education,South,2023-02-26,16,lead,,False,False
1112,"Rios, Lynn and Haynes",rioslynnandhaynes.com,Mid-Market,Education,West,2025-03-11,38,lead,,False,False
22,Daniels Ltd,danielsltd.com,SMB,Education,North,2024-03-09,4,lead,,False,False
997,"Fernandez, Taylor and Saunders",fernandeztaylorandsaunders.com,Mid-Market,FinTech,West,2024-12-02,47,lead,,False,False
3722,Hudson-Martinez,hudson-martinez.com,SMB,Retail,North,2023-10-23,5,lead,,False,False
3470,Jones Ltd,jonesltd.com,Enterprise,Education,South,2022-10-24,19,lead,,False,False
1123,Smith-Hood,smith-hood.com,SMB,FinTech,International,2022-08-30,43,lead,,False,False
2711,Mcclure-Schultz,mcclure-schultz.com,Enterprise,Education,North,2024-10-25,2,lead,,False,False
1103,Gallegos-Thompson,gallegos-thompson.com,SMB,FinTech,East,2023-02-24,29,lead,,False,False
2370,Chambers-Wilkins,chambers-wilkins.com,SMB,FinTech,International,2024-03-01,47,lead,,False,False
1066,"Cook, Nunez and Garcia",cooknunezandgarcia.com,SMB,Healthcare,West,2023-04-26,37,lead,,False,False
338,Johnston Group,johnstongroup.com,SMB,Education,South,2024-11-25,9,lead,,False,False
1042,Johnson-Davis,johnson-davis.com,SMB,FinTech,West,2025-03-31,35,lead,,False,False
331,"Barnett, Cobb and Moran",barnettcobbandmoran.com,SMB,Education,East,2024-02-29,29,lead,,False,False
1033,"Hampton, Christian and Rose",hamptonchristianandrose.com,Mid-Market,Healthcare,North,2023-04-02,8,lead,,False,False
2854,Smith-Blanchard,smith-blanchard.com,SMB,FinTech,East,2024-10-21,47,lead,,False,False
2706,"Foster, Smith and Gomez",fostersmithandgomez.com,SMB,Retail,North,2024-03-26,6,lead,,False,False
2904,"Bailey, Brown and Collins",baileybrownandcollins.com,SMB,FinTech,South,2023-03-01,17,lead,,False,False
2232,Walls-Roberts,walls-roberts.com,SMB,Retail,North,2024-08-22,5,lead,,False,False
1578,Perez Ltd,perezltd.com,SMB,FinTech,North,2023-09-10,10,lead,,False,False
3738,"Davis, Parker and Brady",davisparkerandbrady.com,SMB,FinTech,East,2022-08-31,12,lead,,False,False
921,Smith Group,smithgroup.com,Enterprise,Healthcare,South,2023-12-09,18,lead,,False,False
2500,"Mckenzie, Roberts and Cantrell",mckenzierobertsandcantrell.com,SMB,Retail,West,2025-07-15,35,lead,,False,False
3056,Bridges-Keller,bridges-keller.com,Mid-Market,FinTech,North,2022-11-11,10,lead,,False,False
2023,Lynch Group,lynchgroup.com,SMB,Retail,North,2024-05-27,5,lead,,False,False
3915,Watson PLC,watsonplc.com,SMB,Retail,South,2023-04-08,20,lead,,False,False
1722,Bryant Inc,bryantinc.com,SMB,Education,East,2023-10-15,21,lead,,False,False
3962,Mcintyre Ltd,mcintyreltd.com,SMB,FinTech,North,2025-03-25,3,lead,,False,False
2653,Howard-Martinez,howard-martinez.com,SMB,Education,East,2023-05-27,39,lead,,False,False
393,Campbell-Lee,campbell-lee.com,SMB,Retail,North,2023-12-31,49,lead,,False,False
2416,Hicks-Brown,hicks-brown.com,SMB,Education,East,2023-09-29,26,lead,,False,False
304,Estrada-Murphy,estrada-murphy.com,SMB,Education,North,2025-04-11,2,lead,,False,False
2457,Jordan-Rose,jordan-rose.com,Mid-Market,Education,East,2024-03-20,26,lead,,False,False
2044,Parker Group,parkergroup.com,Enterprise,Education,West,2024-11-05,10,lead,,False,False
1379,Cooper-Hall,cooper-hall.com,SMB,Retail,South,2023-04-29,12,lead,,False,False
392,Ibarra-Carter,ibarra-carter.com,SMB,Healthcare,South,2023-04-11,12,lead,,False,False
422,"Hunt, Walker and Higgins",huntwalkerandhiggins.com,Mid-Market,Healthcare,South,2025-07-14,25,lead,,False,False
2683,"Bright, Price and Bradley",brightpriceandbradley.com,Mid-Market,FinTech,North,2023-03-03,6,lead,,False,False
3416,"Lopez, Carpenter and Middleton",lopezcarpenterandmiddleton.com,SMB,FinTech,North,2023-01-18,24,lead,,False,False
792,Graves-Yates,graves-yates.com,SMB,Education,West,2024-02-07,26,lead,,False,False
3645,"Shaffer, Williams and Flowers",shafferwilliamsandflowers.com,SMB,Healthcare,North,2023-01-10,9,lead,,False,False
242,Smith-Jones,smith-jones.com,SMB,Retail,South,2025-06-25,24,lead,,False,False
1824,"Anderson, Robinson and Murphy",andersonrobinsonandmurphy.com,SMB,Healthcare,International,2023-09-25,47,lead,,False,False
1999,Gentry-Mason,gentry-mason.com,SMB,FinTech,South,2022-07-30,12,lead,,False,False
1908,"Craig, Burns and Martin",craigburnsandmartin.com,SMB,Retail,West,2023-05-22,40,lead,,False,False
722,Newman LLC,newmanllc.com,SMB,Retail,South,2023-04-29,13,lead,,False,False
618,Dodson-Martinez,dodson-martinez.com,SMB,Retail,East,2023-06-06,25,lead,,False,False
1823,Martin-Joyce,martin-joyce.com,SMB,Education,North,2023-07-01,5,lead,,False,False
2898,Hardin-Mccarthy,hardin-mccarthy.com,SMB,Education,International,2025-04-03,42,lead,,False,False
1006,Ball-Love,ball-love.com,Mid-Market,Healthcare,South,2025-01-30,15,lead,,False,False
944,Williams LLC,williamsllc.com,SMB,FinTech,International,2022-10-06,44,lead,,False,False
1072,"Scott, Fox and Burnett",scottfoxandburnett.com,SMB,Healthcare,North,2024-09-09,25,lead,,False,False
3906,Davis-Davis,davis-davis.com,SMB,Retail,North,2025-04-22,4,lead,,False,False
2877,"Wheeler, Lopez and Clay",wheelerlopezandclay.com,SMB,Healthcare,East,2024-08-04,46,lead,,False,False
1506,"Maxwell, Meyers and Thompson",maxwellmeyersandthompson.com,SMB,Healthcare,East,2024-05-06,29,lead,,False,False
1584,Davis-Green,davis-green.com,SMB,FinTech,West,2023-05-31,39,lead,,False,False
31,Brandt-Chavez,brandt-chavez.com,SMB,Retail,West,2025-02-04,35,lead,,False,False
3716,"Zamora, Barry and Simon",zamorabarryandsimon.com,SMB,FinTech,South,2022-11-06,17,lead,,False,False
3434,Davis-Ford,davis-ford.com,Mid-Market,Education,South,2023-08-05,14,lead,,False,False
1990,Washington Ltd,washingtonltd.com,Mid-Market,Healthcare,International,2025-05-14,48,lead,,False,False
2028,Briggs Group,briggsgroup.com,SMB,Education,East,2025-05-25,30,lead,,False,False
3939,Thompson-Smith,thompson-smith.com,Mid-Market,FinTech,International,2024-01-16,42,lead,,False,False
2796,Simpson-Cowan,simpson-cowan.com,SMB,Retail,International,2024-04-17,47,lead,,False,False
1157,"Carpenter, Contreras and Miller",carpentercontrerasandmiller.com,SMB,FinTech,South,2024-01-31,17,lead,,False,False
2895,"Martin, Page and Kemp",martinpageandkemp.com,SMB,Education,North,2025-05-24,50,lead,,False,False
1675,Smith-Ware,smith-ware.com,SMB,FinTech,West,2025-03-03,33,lead,,False,False
2856,"Fernandez, Phelps and Donaldson",fernandezphelpsanddonaldson.com,SMB,Retail,East,2024-08-01,26,lead,,False,False
2398,Curry Inc,curryinc.com,Mid-Market,FinTech,East,2023-09-17,27,lead,,False,False
542,"Bowers, Wade and Hall",bowerswadeandhall.com,SMB,Healthcare,International,2025-05-09,44,lead,,False,False
2311,Huff and Sons,huffandsons.com,SMB,Education,West,2024-10-03,40,lead,,False,False
1086,Johnson Ltd,johnsonltd.com,SMB,FinTech,East,2024-08-08,30,lead,,False,False
3662,Lopez-Terrell,lopez-terrell.com,SMB,Education,West,2024-09-21,38,lead,,False,False
1130,"Mitchell, Wilson and Shepard",mitchellwilsonandshepard.com,SMB,FinTech,South,2024-09-09,11,lead,,False,False
2767,Allen Group,allengroup.com,SMB,Healthcare,South,2023-03-18,14,lead,,False,False
1317,Lewis-Mullins,lewis-mullins.com,SMB,Retail,West,2023-03-24,39,lead,,False,False
1564,"Jones, Diaz and Miller",jonesdiazandmiller.com,SMB,FinTech,South,2025-07-01,15,lead,,False,False
1145,Hayden-Chapman,hayden-chapman.com,SMB,Retail,West,2025-03-03,33,lead,,False,False
1880,"Bailey, Miller and Romero",baileymillerandromero.com,SMB,Retail,South,2023-02-23,16,lead,,False,False
2539,"Brown, Sanchez and Cook",brownsanchezandcook.com,Mid-Market,FinTech,South,2024-04-23,16,lead,,False,False
3506,"Bailey, Jones and Davis",baileyjonesanddavis.com,Mid-Market,Retail,South,2023-11-07,19,lead,,False,False
3356,"Watson, Foster and Young",watsonfosterandyoung.com,Mid-Market,Healthcare,South,2023-11-14,16,lead,,False,False
2077,Duncan Inc,duncaninc.com,SMB,Healthcare,East,2024-01-10,21,lead,,False,False
1708,Moore-Lopez,moore-lopez.com,SMB,Retail,North,2024-01-21,20,lead,,False,False
3443,Adams PLC,adamsplc.com,Enterprise,Retail,East,2023-05-05,26,lead,,False,False
3442,Jefferson-Thompson,jefferson-thompson.com,SMB,FinTech,West,2023-02-08,40,lead,,False,False
1020,"Rivas, Shah and Ryan",rivasshahandryan.com,Mid-Market,Healthcare,North,2023-04-11,5,lead,,False,False
3368,Mcguire-Parker,mcguire-parker.com,SMB,Education,East,2025-05-16,27,lead,,False,False
3353,Monroe-Clay,monroe-clay.com,SMB,Education,West,2024-10-03,38,lead,,False,False
2307,Gomez-Mckee,gomez-mckee.com,SMB,Retail,East,2022-12-20,32,lead,,False,False
1009,"Ruiz, Phillips and Ballard",ruizphillipsandballard.com,SMB,Healthcare,West,2025-05-29,38,lead,,False,False
210,"Roberts, Knight and Freeman",robertsknightandfreeman.com,SMB,FinTech,North,2024-10-09,6,lead,,False,False
3984,Lopez Group,lopezgroup.com,Mid-Market,FinTech,South,2023-01-10,13,lead,,False,False
299,"Johnson, Chaney and Li",johnsonchaneyandli.com,SMB,Education,North,2023-05-24,3,lead,,False,False
2157,Clark PLC,clarkplc.com,SMB,FinTech,East,2022-12-03,26,lead,,False,False
912,Lawson and Sons,lawsonandsons.com,SMB,FinTech,West,2025-07-18,22,lead,,False,False
3539,Taylor Ltd,taylorltd.com,SMB,Healthcare,North,2023-03-05,6,lead,,False,False
451,Erickson-Bernard,erickson-bernard.com,SMB,Retail,South,2023-08-07,11,lead,,False,False
3016,Bell-King,bell-king.com,Mid-Market,Healthcare,North,2025-07-09,23,lead,,False,False
1159,"Coleman, Jacobs and Oneill",colemanjacobsandoneill.com,Enterprise,Healthcare,West,2023-07-07,35,lead,,False,False
516,Carpenter-Rogers,carpenter-rogers.com,Mid-Market,FinTech,North,2024-01-30,9,lead,,False,False
2844,"Mcguire, Johnson and Castaneda",mcguirejohnsonandcastaneda.com,SMB,Education,East,2022-11-03,21,lead,,False,False
986,Gonzales Ltd,gonzalesltd.com,SMB,Healthcare,North,2022-10-23,34,lead,,False,False
1193,Webb Inc,webbinc.com,SMB,Healthcare,South,2024-02-07,31,lead,,False,False
234,Mckee Ltd,mckeeltd.com,Mid-Market,Retail,East,2023-11-28,22,lead,,False,False
3833,Valdez LLC,valdezllc.com,Mid-Market,Healthcare,East,2025-01-30,27,lead,,False,False
2113,"Klein, Flores and Bryant",kleinfloresandbryant.com,SMB,Healthcare,East,2025-04-11,22,lead,,False,False
2572,Banks-Allen,banks-allen.com,SMB,Education,West,2025-02-09,36,lead,,False,False
1961,Allison-Wright,allison-wright.com,Mid-Market,Retail,International,2023-07-06,49,lead,,False,False
76,"Gonzales, Rosario and Martinez",gonzalesrosarioandmartinez.com,SMB,Healthcare,International,2025-05-13,49,lead,,False,False
711,Patterson LLC,pattersonllc.com,SMB,Retail,West,2024-06-18,10,lead,,False,False
3354,Webb-Petersen,webb-petersen.com,Mid-Market,Retail,North,2024-11-18,6,lead,,False,False
145,"Shah, Cisneros and Miller",shahcisnerosandmiller.com,SMB,Retail,South,2025-04-29,19,lead,,False,False
2007,"Rodriguez, Watson and White",rodriguezwatsonandwhite.com,SMB,FinTech,South,2025-05-08,12,lead,,False,False
3624,Gallagher Inc,gallagherinc.com,SMB,Healthcare,West,2025-07-16,34,lead,,False,False
3330,Price-Baker,price-baker.com,SMB,Healthcare,East,2025-01-16,27,lead,,False,False
506,"Garcia, Mack and Nunez",garciamackandnunez.com,SMB,FinTech,West,2023-11-28,33,lead,,False,False
2697,Summers-Maxwell,summers-maxwell.com,SMB,FinTech,North,2025-07-16,5,lead,,False,False
1397,Rivera-Johnston,rivera-johnston.com,SMB,FinTech,North,2022-08-15,3,lead,,False,False
2283,"Evans, Zuniga and Peterson",evanszunigaandpeterson.com,SMB,FinTech,West,2023-03-16,39,lead,,False,False
720,Archer Group,archergroup.com,SMB,Retail,South,2022-09-25,13,lead,,False,False
756,"Rodriguez, Vargas and Alexander",rodriguezvargasandalexander.com,SMB,Retail,South,2024-02-29,17,lead,,False,False
2489,Grimes-Morales,grimes-morales.com,SMB,Healthcare,North,2023-11-27,7,lead,,False,False
2452,Zuniga and Sons,zunigaandsons.com,SMB,Retail,North,2022-09-06,8,lead,,False,False
3218,Booth LLC,boothllc.com,Mid-Market,Education,West,2023-06-05,36,lead,,False,False
856,"Owen, Garcia and Taylor",owengarciaandtaylor.com,SMB,Healthcare,North,2023-03-16,10,lead,,False,False
592,"Myers, Campbell and Ho",myerscampbellandho.com,SMB,Healthcare,West,2025-01-24,35,lead,,False,False
1061,"Fuller, Alexander and Gray",fulleralexanderandgray.com,SMB,FinTech,East,2024-11-27,24,lead,,False,False
788,"Martinez, Stevens and Norton",martinezstevensandnorton.com,SMB,Education,West,2024-03-19,16,lead,,False,False
2017,"Gross, Ruiz and Watson",grossruizandwatson.com,SMB,Education,International,2023-12-08,47,lead,,False,False
3362,Williams Ltd,williamsltd.com,SMB,FinTech,South,2023-06-11,20,lead,,False,False
3273,"Barry, Valenzuela and Harvey",barryvalenzuelaandharvey.com,SMB,Retail,South,2025-05-07,18,lead,,False,False
442,Olson Ltd,olsonltd.com,SMB,Healthcare,International,2025-02-23,48,lead,,False,False
2470,"Ramos, Huber and Rodgers",ramoshuberandrodgers.com,SMB,FinTech,East,2023-11-23,25,lead,,False,False
1539,Hill-Stephens,hill-stephens.com,SMB,Healthcare,East,2023-03-03,29,lead,,False,False
3079,Richardson-Petersen,richardson-petersen.com,Mid-Market,Retail,South,2022-10-21,14,lead,,False,False
2171,Ibarra-Nelson,ibarra-nelson.com,SMB,Healthcare,North,2023-01-06,11,lead,,False,False
144,"Johnson, Woods and Harris",johnsonwoodsandharris.com,SMB,Education,North,2025-03-22,5,lead,,False,False
2815,Solomon PLC,solomonplc.com,SMB,Healthcare,East,2025-03-23,44,lead,,False,False
3763,"Freeman, Vargas and Hudson",freemanvargasandhudson.com,Mid-Market,Retail,East,2022-09-15,11,lead,,False,False
1962,Mcclure-King,mcclure-king.com,SMB,FinTech,West,2022-12-20,38,lead,,False,False
2293,Lee-Martinez,lee-martinez.com,SMB,Education,International,2025-02-24,21,lead,,False,False
3708,Rodriguez-Dickerson,rodriguez-dickerson.com,SMB,Education,North,2023-03-23,1,lead,,False,False
3309,Dickerson-Stafford,dickerson-stafford.com,SMB,Education,East,2025-03-13,29,lead,,False,False
2641,Mullins-Villarreal,mullins-villarreal.com,SMB,Retail,North,2023-07-19,50,lead,,False,False
1509,Moore-Norton,moore-norton.com,SMB,FinTech,North,2025-05-29,5,lead,,False,False
3410,"Burton, Simmons and Gibson",burtonsimmonsandgibson.com,Mid-Market,Education,West,2024-03-05,38,lead,,False,False
3811,Hoffman Inc,hoffmaninc.com,SMB,Retail,West,2024-11-01,36,lead,,False,False
3325,Ware-Woodard,ware-woodard.com,SMB,Education,International,2024-05-16,18,lead,,False,False
1104,"Delgado, Kramer and Gill",delgadokramerandgill.com,SMB,FinTech,South,2022-07-21,12,lead,,False,False
1190,"Ramirez, Horn and Torres",ramirezhornandtorres.com,SMB,FinTech,North,2024-04-09,5,lead,,False,False
1108,"Lewis, Barton and Davis",lewisbartonanddavis.com,Enterprise,Education,West,2023-06-21,35,lead,,False,False
1433,"Carson, Butler and Davis",carsonbutleranddavis.com,Mid-Market,Retail,East,2023-03-15,25,lead,,False,False
973,"Marshall, White and Moore",marshallwhiteandmoore.com,SMB,FinTech,North,2024-04-27,1,lead,,False,False
3066,"Brown, Jefferson and Davis",brownjeffersonanddavis.com,Mid-Market,FinTech,South,2023-07-26,40,lead,,False,False
2296,Reid LLC,reidllc.com,SMB,Healthcare,South,2025-01-08,19,lead,,False,False
2196,"Huerta, Harris and Robinson",huertaharrisandrobinson.com,SMB,Education,East,2024-12-25,27,lead,,False,False
994,Ritter Group,rittergroup.com,Mid-Market,Retail,South,2023-06-07,25,lead,,False,False
691,"Horton, Lester and Davidson",hortonlesteranddavidson.com,SMB,Retail,West,2024-05-17,34,lead,,False,False
1763,Patterson-Conley,patterson-conley.com,SMB,Healthcare,South,2022-09-29,21,lead,,False,False
1480,"Long, Thornton and Rosales",longthorntonandrosales.com,Mid-Market,Education,East,2024-10-28,35,lead,,False,False
1491,Gibson and Sons,gibsonandsons.com,SMB,FinTech,East,2024-08-15,24,lead,,False,False
3809,"Vasquez, Bullock and Hodge",vasquezbullockandhodge.com,SMB,Healthcare,South,2023-04-12,32,lead,,False,False
1693,Saunders Ltd,saundersltd.com,SMB,FinTech,South,2024-10-17,16,lead,,False,False
585,"Sanchez, Sanchez and Little",sanchezsanchezandlittle.com,SMB,Education,South,2024-01-19,17,lead,,False,False
2151,Bennett Inc,bennettinc.com,Mid-Market,FinTech,International,2022-11-09,50,lead,,False,False
2955,Kaiser-Wilson,kaiser-wilson.com,SMB,Healthcare,North,2025-02-02,3,lead,,False,False
1272,Smith-Moreno,smith-moreno.com,SMB,FinTech,North,2023-01-27,5,lead,,False,False
3852,"Short, Mills and Mckinney",shortmillsandmckinney.com,SMB,Retail,North,2024-09-13,9,lead,,False,False
2472,Wilson Ltd,wilsonltd.com,SMB,Healthcare,East,2024-01-10,25,lead,,False,False
2158,Davis and Sons,davisandsons.com,Mid-Market,Education,South,2025-02-10,16,lead,,False,False
468,Mejia-Harris,mejia-harris.com,SMB,FinTech,West,2023-08-14,32,lead,,False,False
3555,"Callahan, Weaver and Chavez",callahanweaverandchavez.com,Mid-Market,Healthcare,South,2024-02-01,17,lead,,False,False
296,Taylor-Beck,taylor-beck.com,Mid-Market,FinTech,South,2025-05-28,12,lead,,False,False
1985,Snyder-Lowe,snyder-lowe.com,SMB,Healthcare,West,2023-09-05,39,lead,,False,False
394,Mercado-Graves,mercado-graves.com,SMB,Education,South,2023-10-18,20,lead,,False,False
1654,Miller Ltd,millerltd.com,SMB,Education,West,2022-12-25,32,lead,,False,False
2752,"Johnson, Swanson and Owens",johnsonswansonandowens.com,SMB,Retail,South,2024-11-20,17,lead,,False,False
1018,Sanders-Schroeder,sanders-schroeder.com,SMB,Healthcare,International,2024-09-14,12,lead,,False,False
1224,"Brooks, Knight and Harrison",brooksknightandharrison.com,SMB,Education,North,2025-02-23,22,lead,,False,False
1456,Smith-Floyd,smith-floyd.com,SMB,Healthcare,North,2022-12-13,5,lead,,False,False
3386,Wilson-Melendez,wilson-melendez.com,Mid-Market,FinTech,South,2024-09-13,30,lead,,False,False
1669,Mccormick-Thomas,mccormick-thomas.com,SMB,Education,West,2022-08-02,39,lead,,False,False
30,Snyder-Petersen,snyder-petersen.com,SMB,Retail,South,2024-04-04,13,lead,,False,False
1963,Ruiz Ltd,ruizltd.com,Mid-Market,Healthcare,East,2022-07-25,21,lead,,False,False
1618,Gonzales Inc,gonzalesinc.com,SMB,Education,West,2024-08-13,37,lead,,False,False
1144,"Hall, Anderson and Black",hallandersonandblack.com,Enterprise,Healthcare,South,2025-04-19,42,lead,,False,False
1052,"Swanson, Ruiz and Thomas",swansonruizandthomas.com,SMB,Healthcare,North,2025-07-03,35,lead,,False,False
1452,"Contreras, Hoffman and Knight",contrerashoffmanandknight.com,Mid-Market,Education,West,2024-04-05,20,lead,,False,False
3034,Hawkins-Stewart,hawkins-stewart.com,Mid-Market,Healthcare,South,2024-01-20,20,lead,,False,False
217,Morris PLC,morrisplc.com,SMB,FinTech,South,2024-01-13,12,lead,,False,False
3860,"Glass, Cruz and Williams",glasscruzandwilliams.com,SMB,Education,East,2022-10-24,29,lead,,False,False
398,Cannon PLC,cannonplc.com,SMB,Retail,South,2025-06-16,12,lead,,False,False
3315,"Mcpherson, Fisher and Coleman",mcphersonfisherandcoleman.com,SMB,Healthcare,North,2024-05-14,3,lead,,False,False
971,Thompson Group,thompsongroup.com,SMB,FinTech,North,2023-02-28,6,lead,,False,False
475,"Mcdowell, Lopez and Bennett",mcdowelllopezandbennett.com,SMB,Healthcare,West,2024-04-06,40,lead,,False,False
2046,"Robertson, Joseph and Blake",robertsonjosephandblake.com,SMB,Education,West,2024-10-21,31,lead,,False,False
2144,Lloyd-Knapp,lloyd-knapp.com,SMB,Retail,North,2022-11-25,44,lead,,False,False
1153,"Mckenzie, Sherman and Marks",mckenzieshermanandmarks.com,Enterprise,Education,South,2023-09-16,19,lead,,False,False
2793,Watson PLC,watsonplc.com,Mid-Market,Healthcare,South,2025-02-20,15,lead,,False,False
266,"Chandler, Taylor and Miller",chandlertaylorandmiller.com,SMB,FinTech,West,2025-01-08,7,lead,,False,False
1413,"Rodriguez, Williams and Brown",rodriguezwilliamsandbrown.com,Enterprise,Retail,West,2024-02-13,3,lead,,False,False
1308,"Mason, Torres and Berry",masontorresandberry.com,SMB,Retail,North,2025-04-30,3,lead,,False,False
805,Avila Ltd,avilaltd.com,Mid-Market,FinTech,South,2024-02-17,16,lead,,False,False
3608,"Chavez, Walker and Evans",chavezwalkerandevans.com,SMB,Retail,West,2023-11-07,39,lead,,False,False
2876,Reynolds LLC,reynoldsllc.com,SMB,Healthcare,North,2024-09-01,10,lead,,False,False
679,Hill and Sons,hillandsons.com,Mid-Market,Education,South,2024-10-25,17,lead,,False,False
1504,"Vargas, Brooks and Martin",vargasbrooksandmartin.com,SMB,Education,North,2024-12-01,10,lead,,False,False
2846,"Miller, Moore and Graham",millermooreandgraham.com,SMB,Healthcare,West,2022-09-23,16,lead,,False,False
137,Smith-Williams,smith-williams.com,SMB,FinTech,International,2024-04-05,42,lead,,False,False
841,Anderson Group,andersongroup.com,SMB,FinTech,South,2023-05-07,12,lead,,False,False
3032,Mullins-Collier,mullins-collier.com,Mid-Market,FinTech,South,2025-06-18,13,lead,,False,False
3174,Solis-Anderson,solis-anderson.com,SMB,Retail,East,2025-01-02,23,lead,,False,False
2211,Smith PLC,smithplc.com,Mid-Market,Retail,International,2025-04-10,50,lead,,False,False
3513,Pham-Nolan,pham-nolan.com,SMB,FinTech,West,2023-03-10,36,lead,,False,False
3465,Henry-Holloway,henry-holloway.com,SMB,Healthcare,North,2025-03-07,5,lead,,False,False
2115,Waters-Phillips,waters-phillips.com,SMB,Retail,International,2022-11-12,15,lead,,False,False
135,Harvey Ltd,harveyltd.com,Mid-Market,Healthcare,West,2023-05-01,37,lead,,False,False
3873,"Kennedy, Holland and Goodwin",kennedyhollandandgoodwin.com,Mid-Market,FinTech,International,2023-07-31,47,lead,,False,False
2048,Perry Inc,perryinc.com,SMB,Education,East,2024-06-27,30,lead,,False,False
890,Compton Ltd,comptonltd.com,SMB,Retail,West,2025-04-18,36,lead,,False,False
1510,Anderson-Lozano,anderson-lozano.com,Enterprise,Education,East,2022-10-22,30,lead,,False,False
3483,Gordon-Malone,gordon-malone.com,Mid-Market,Healthcare,South,2025-04-22,19,lead,,False,False
3717,Lynch-Haynes,lynch-haynes.com,SMB,FinTech,North,2023-03-23,49,lead,,False,False
119,"Woods, Knight and Vaughn",woodsknightandvaughn.com,Mid-Market,Healthcare,South,2024-09-11,11,lead,,False,False
1060,Rosales-Hicks,rosales-hicks.com,Mid-Market,FinTech,East,2023-07-19,27,lead,,False,False
3547,"Anthony, Brown and Simpson",anthonybrownandsimpson.com,SMB,Healthcare,East,2023-11-01,35,lead,,False,False
529,Conley-Wilkerson,conley-wilkerson.com,SMB,FinTech,North,2023-11-02,8,lead,,False,False
